,日期,自營商,投信,外資,資餘,資增減,券餘,券增減,使用率,券資比,資券抵,開盤價,最高價,最低價,收盤價,漲跌,漲%,成交量,成交金額,本益比
101,107/02/06,0,-5,0,3,2 9,0,0 4,0.17%,0.00%,8,35.84,35.84,34.67,34.8,-1.73,-4.74%,44,1539,0
102,107/02/05,0,4,0,1,0 5,0,0 8,0.06%,0.00%,0,38.03,38.03,36.45,36.53,-0.96,-2.56%,8,294,0
103,107/02/02,0,2,0,1,0 1,0,0 6,0.06%,0.00%,0,37.49,37.64,37.49,37.49,-0.06,-0.16%,6,225,0
104,107/02/01,0,4,0,1,0 5,0,0 3,0.06%,0.00%,0,37.46,37.55,37.46,37.55,-0.15,-0.40%,4,159,0
105,107/01/30,0,-2,0,1,0 6,0,0 3,0.06%,0.00%,0,37.58,37.7,37.58,37.7,0.19,0.51%,2,75,0
106,107/01/29,0,1,0,1,0 3,0,0 8,0.06%,0.00%,0,37.51,37.51,37.51,37.51,0.15,0.40%,3,113,0
107,107/01/26,0,-2,0,1,0 0,0,0 8,0.06%,0.00%,0,37.44,37.44,37.36,37.36,-0.14,-0.37%,2,75,0
108,107/01/25,0,7,0,1,0 8,0,0 7,0.06%,0.00%,0,37.2,37.81,37.2,37.5,0.25,0.67%,83,3113,0
109,107/01/24,0,16,0,1,0 0,0,0 4,0.06%,0.00%,0,37.44,37.44,37.25,37.25,-0.61,-1.61%,17,636,0
110,107/01/23,0,13,0,1,0 9,0,0 8,0.06%,0.00%,0,37.92,38.0,37.84,37.86,0.15,0.40%,21,796,0
111,107/01/22,0,47,0,1,0 4,0,0 10,0.06%,0.00%,0,37.38,37.78,37.38,37.71,0.48,1.29%,53,1987,0
112,107/01/19,0,22,0,1,0 9,0,0 1,0.06%,0.00%,0,36.96,37.23,36.96,37.23,0.33,0.89%,23,857,0
113,107/01/18,0,13,0,1,1 9,0,0 4,0.06%,0.00%,0,36.5,36.9,36.5,36.9,0.6,1.65%,15,551,0
114,107/01/17,0,1,0,0,0 5,0,0 8,0.00%,-,0,36.2,36.36,36.2,36.3,0.23,0.64%,3,109,0
115,107/01/16,0,1,0,0,0 1,0,0 6,0.00%,-,0,36.25,36.25,36.04,36.07,0.14,0.39%,5,181,0
116,107/01/15,0,5,0,0,0 5,0,0 3,0.00%,-,0,36.0,36.0,35.92,35.93,0.21,0.59%,10,360,0
117,107/01/12,0,3,0,0,0 6,0,0 6,0.00%,-,0,35.76,35.76,35.71,35.72,0.12,0.34%,8,286,0
118,107/01/11,0,-2,0,0,0 3,0,0 3,0.00%,-,0,35.67,35.67,35.6,35.6,0.14,0.39%,2,71,0
119,107/01/10,0,0,0,0,0 8,0,0 8,0.00%,-,0,35.9,35.9,35.46,35.46,-0.44,-1.23%,4,147,0
120,107/01/09,0,1,0,0,0 6,0,0 10,0.00%,-,0,36.27,36.29,35.88,35.9,-0.22,-0.61%,15,540,0
121,107/01/08,0,17,0,0,0 9,0,0 2,0.00%,-,0,36.07,36.13,36.07,36.12,0.05,0.14%,21,758,0
122,107/01/05,0,-3,0,0,-1 7,0,0 10,0.00%,-,0,36.45,36.45,36.06,36.07,0.02,0.06%,8,290,0
123,107/01/04,0,4,0,1,0 2,0,0 5,0.06%,0.00%,0,36.05,36.05,35.84,36.05,0.0,0.00%,11,396,0
124,107/01/03,0,-9,0,1,1 1,0,0 10,0.06%,0.00%,0,35.8,36.19,35.8,36.05,0.69,1.95%,14,505,0
125,107/01/02,0,9,0,0,0 7,0,0 0,0.00%,-,0,35.29,35.36,35.25,35.36,0.03,0.08%,11,392,0
126,106/12/29,0,-3,0,0,0 7,0,0 5,0.00%,-,0,35.2,35.44,35.2,35.33,0.39,1.12%,7,247,0
127,106/12/28,0,1,0,0,0 6,0,0 3,0.00%,-,0,34.94,34.94,34.94,34.94,0.42,1.22%,2,70,0
128,106/12/27,0,-2,0,0,0 3,0,0 8,0.00%,-,0,34.52,34.78,34.52,34.52,-0.35,-1.00%,4,139,0
129,106/12/26,0,-2,0,0,0 0,0,0 8,0.00%,-,0,35.06,35.06,34.87,34.87,0.01,0.03%,2,70,0
130,106/12/25,0,11,0,0,0 8,0,0 7,0.00%,-,0,34.94,34.94,34.86,34.86,-0.23,-0.66%,13,454,0
131,106/12/22,0,-4,0,0,0 0,0,0 4,0.00%,-,0,35.15,35.15,35.09,35.09,-0.1,-0.28%,6,211,0
132,106/12/21,0,-2,0,0,0 9,0,0 8,0.00%,-,0,35.22,35.22,35.19,35.19,0.29,0.83%,3,106,0
133,106/12/20,0,29,0,0,0 4,0,0 10,0.00%,-,0,34.65,34.9,34.65,34.9,0.01,0.03%,30,1043,0
134,106/12/19,0,3,0,0,0 9,0,0 1,0.00%,-,0,34.89,34.9,34.89,34.89,-0.13,-0.37%,8,279,0
135,106/12/18,0,0,0,0,0 9,0,0 4,0.00%,-,0,35.02,35.02,35.02,35.02,0.0,0.00%,7,245,0
136,106/12/15,0,-6,0,0,0 5,0,0 8,0.00%,-,0,35.08,35.08,35.02,35.02,-0.28,-0.79%,10,350,0
137,106/12/14,0,5,0,0,0 1,0,0 6,0.00%,-,0,35.23,35.32,35.23,35.3,0.1,0.28%,6,212,0
138,106/12/13,0,-2,0,0,0 5,0,0 3,0.00%,-,0,35.26,35.26,35.2,35.2,-0.09,-0.26%,2,70,0
139,106/12/12,0,-6,0,0,0 6,0,0 6,0.00%,-,0,35.28,35.29,35.27,35.29,-0.04,-0.11%,6,212,0
140,106/12/11,0,0,0,0,0 3,0,0 3,0.00%,-,0,35.08,35.33,35.08,35.33,0.63,1.82%,3,106,0
141,106/12/08,0,0,0,0,0 8,0,0 8,0.00%,-,0,35.0,35.0,34.7,34.7,0.09,0.26%,5,174,0
142,106/12/07,0,16,0,0,0 6,0,0 10,0.00%,-,0,34.88,34.88,34.5,34.61,-0.17,-0.49%,22,761,0
143,106/12/06,0,-6,0,0,0 9,0,0 2,0.00%,-,0,35.11,35.31,34.78,34.78,-0.82,-2.30%,15,525,0
144,106/12/05,0,-7,0,0,0 7,0,0 10,0.00%,-,0,36.8,36.8,35.6,35.6,-0.48,-1.33%,8,287,0
145,106/12/04,0,4,0,0,0 2,0,0 5,0.00%,-,0,36.0,36.08,35.72,36.08,0.53,1.49%,12,430,0
146,106/12/01,0,2,0,0,0 1,0,0 10,0.00%,-,0,35.85,35.85,35.55,35.55,-0.55,-1.52%,3,108,0
147,106/11/30,0,-18,0,0,0 7,0,0 5,0.00%,-,0,36.25,36.36,36.1,36.1,-0.55,-1.50%,21,761,0
148,106/11/29,0,1,0,0,0 6,0,0 3,0.00%,-,0,36.9,36.9,36.65,36.65,-0.12,-0.33%,3,110,0
149,106/11/28,0,-5,0,0,0 3,0,0 8,0.00%,-,0,36.85,36.87,36.68,36.77,-0.21,-0.57%,8,294,0
150,106/11/27,0,10,0,0,0 0,0,0 8,0.00%,-,0,37.0,37.03,36.98,36.98,-0.31,-0.83%,15,555,0
151,106/11/24,0,-2,0,0,0 8,0,0 7,0.00%,-,0,37.51,37.51,37.29,37.29,-0.11,-0.29%,4,156,0
152,106/11/23,0,4,0,0,-1 0,0,0 4,0.00%,-,0,37.44,37.44,37.16,37.4,-1.1,-2.86%,10,373,0
153,106/11/22,0,0,0,1,0 9,0,0 8,0.06%,0.00%,0,38.5,38.5,38.5,38.5,0.51,1.34%,2,77,0
154,106/11/21,0,18,0,1,0 4,0,0 10,0.06%,0.00%,0,38.0,38.0,37.9,37.99,-0.04,-0.11%,23,873,0
155,106/11/20,0,-1,0,1,1 9,0,0 1,0.06%,0.00%,0,38.27,38.27,38.03,38.03,-0.3,-0.78%,12,457,0
156,106/11/17,0,0,0,0,0 9,0,0 4,0.00%,-,0,38.37,38.37,38.29,38.33,0.8,2.13%,18,690,0
157,106/11/16,0,0,0,0,0 5,0,0 8,0.00%,-,0,37.53,37.53,37.53,37.53,0.03,0.08%,2,75,0
158,106/11/15,0,1,0,0,0 1,0,0 6,0.00%,-,0,37.53,37.53,37.5,37.5,-0.63,-1.65%,4,150,0
159,106/11/14,0,0,0,0,0 5,0,0 3,0.00%,-,0,37.9,38.17,37.9,38.13,0.11,0.29%,6,229,0
160,106/11/13,0,2,0,0,0 6,0,0 6,0.00%,-,0,38.02,38.04,38.02,38.02,-0.06,-0.16%,5,190,0
161,106/11/10,0,11,0,0,0 3,0,0 3,0.00%,-,0,38.17,38.17,37.94,38.08,-0.44,-1.14%,20,760,0
162,106/11/09,0,2,0,0,0 8,0,0 8,0.00%,-,0,38.51,38.52,38.5,38.52,-0.13,-0.34%,3,116,0
163,106/11/08,0,11,0,0,0 6,0,0 10,0.00%,-,0,38.91,38.91,38.62,38.65,-0.27,-0.69%,13,503,0
164,106/11/07,0,0,0,0,0 9,0,0 2,0.00%,-,0,38.68,38.92,38.65,38.92,0.54,1.41%,5,194,0
165,106/11/06,0,13,0,0,0 7,0,0 10,0.00%,-,0,38.64,38.68,38.38,38.38,-0.26,-0.67%,24,923,0
166,106/11/03,0,0,0,0,0 2,0,0 5,0.00%,-,0,38.64,38.64,38.64,38.64,0.0,0.00%,2,77,0
167,106/11/02,0,3,0,0,0 1,0,0 10,0.00%,-,0,38.45,38.64,38.45,38.64,0.13,0.34%,6,231,0
168,106/11/01,0,1,0,0,0 7,0,0 0,0.00%,-,0,38.65,38.65,38.51,38.51,-0.09,-0.23%,2,77,0
169,106/10/31,0,19,0,0,0 7,0,0 5,0.00%,-,0,38.6,38.6,38.43,38.6,0.27,0.70%,22,848,0
170,106/10/30,0,10,0,0,0 6,0,0 3,0.00%,-,0,38.52,38.62,38.33,38.33,0.03,0.08%,12,462,0
171,106/10/27,0,0,0,0,0 3,0,0 8,0.00%,-,0,38.5,38.5,38.3,38.3,0.18,0.47%,3,115,0
172,106/10/26,0,7,0,0,0 0,0,0 8,0.00%,-,0,38.19,38.19,38.12,38.12,-0.08,-0.21%,11,419,0
173,106/10/25,0,0,0,0,0 8,0,0 7,0.00%,-,0,38.46,38.46,38.2,38.2,-0.26,-0.68%,4,153,0
174,106/10/24,0,0,0,0,0 0,0,0 4,0.00%,-,0,38.45,38.46,38.45,38.46,-0.03,-0.08%,4,169,0
175,106/10/23,0,1,0,0,0 9,0,0 8,0.00%,-,0,38.3,38.49,38.27,38.49,0.08,0.21%,3,115,0
176,106/10/20,0,0,0,0,0 4,0,0 10,0.00%,-,0,38.28,38.41,38.28,38.41,0.13,0.34%,2,77,0
177,106/10/19,0,23,0,0,0 9,0,0 1,0.00%,-,0,38.25,38.36,38.25,38.28,0.31,0.82%,29,1111,0
178,106/10/18,0,16,0,0,0 9,0,0 4,0.00%,-,0,38.42,38.42,37.96,37.97,-0.06,-0.16%,18,684,0
179,106/10/17,0,17,0,0,0 5,0,0 8,0.00%,-,0,38.55,38.55,38.03,38.03,-0.14,-0.37%,20,761,0
180,106/10/16,0,27,0,0,0 1,0,0 6,0.00%,-,0,37.93,38.17,37.93,38.17,0.31,0.82%,33,1257,0
181,106/10/13,0,3,0,0,0 5,0,0 3,0.00%,-,0,37.72,37.9,37.72,37.86,0.05,0.13%,6,227,0
182,106/10/12,0,23,0,0,0 6,0,0 6,0.00%,-,0,37.68,37.9,37.68,37.81,0.25,0.67%,26,981,0
183,106/10/11,0,15,0,0,0 3,0,0 3,0.00%,-,0,37.74,37.74,37.35,37.56,0.41,1.10%,18,676,0
184,106/10/06,0,0,0,0,0 8,0,0 8,0.00%,-,0,37.19,37.19,37.15,37.15,0.25,0.68%,2,74,0
185,106/10/05,0,3,0,0,0 6,0,0 10,0.00%,-,0,37.81,37.81,36.9,36.9,-0.17,-0.46%,8,296,0
186,106/10/03,0,-2,0,0,0 9,0,0 2,0.00%,-,0,37.07,37.07,37.07,37.07,0.46,1.26%,2,74,0
187,106/10/02,0,8,0,0,0 7,0,0 10,0.00%,-,0,36.48,36.61,36.48,36.61,0.37,1.02%,8,293,0
188,106/09/30,0,3,0,0,0 7,0,0 5,0.00%,-,0,36.24,36.24,36.24,36.24,0.22,0.61%,3,109,0
189,106/09/29,0,12,0,0,-7 6,0,0 3,0.00%,-,0,36.27,36.27,35.86,36.02,0.16,0.45%,17,611,0
190,106/09/28,0,0,0,7,0 3,0,0 8,0.40%,0.00%,0,36.06,36.06,35.86,35.86,-0.04,-0.11%,4,144,0
191,106/09/27,0,5,0,7,0 0,0,0 8,0.40%,0.00%,0,35.89,35.9,35.89,35.9,0.05,0.14%,11,395,0
192,106/09/26,0,3,0,7,0 8,0,0 7,0.40%,0.00%,0,36.11,36.29,35.85,35.85,-0.26,-0.72%,13,467,0
193,106/09/25,0,11,0,7,0 0,0,0 4,0.40%,0.00%,0,36.77,36.77,36.01,36.11,-0.66,-1.79%,18,650,0
194,106/09/22,0,19,0,7,0 9,0,0 8,0.40%,0.00%,0,36.89,36.89,36.75,36.77,-0.11,-0.30%,22,809,0
195,106/09/21,0,3,0,7,0 4,0,0 10,0.40%,0.00%,0,37.15,37.15,36.88,36.88,0.08,0.22%,5,185,0
196,106/09/20,0,6,0,7,0 9,0,0 1,0.40%,0.00%,0,36.73,36.8,36.73,36.8,-0.3,-0.81%,7,258,0
197,106/09/19,0,27,0,7,0 9,0,0 4,0.40%,0.00%,0,37.16,37.55,37.07,37.1,-0.06,-0.16%,32,1189,0
198,106/09/18,0,10,0,7,0 5,0,0 8,0.40%,0.00%,0,37.03,37.16,37.03,37.16,0.33,0.90%,12,445,0
199,106/09/15,0,2,0,7,0 1,0,0 6,0.40%,0.00%,0,36.9,37.0,36.75,36.83,-0.18,-0.49%,4,147,0
200,106/09/14,0,1,0,7,0 5,0,0 3,0.40%,0.00%,0,36.79,37.01,36.79,37.01,0.22,0.60%,3,111,0
201,106/09/13,0,42,0,7,0 6,0,0 6,0.37%,0.00%,0,36.71,36.79,36.71,36.79,-0.25,-0.67%,44,1618,0
202,106/09/12,0,0,0,7,0 3,0,0 3,0.37%,0.00%,0,37.3,37.38,37.04,37.04,0.15,0.41%,21,782,0
203,106/09/11,0,2,0,7,0 8,0,0 8,0.37%,0.00%,0,37.1,37.15,36.89,36.89,-0.03,-0.08%,12,444,0
204,106/09/08,0,0,0,7,0 6,0,0 10,0.37%,0.00%,0,37.17,37.17,36.92,36.92,-0.03,-0.08%,9,333,0
205,106/09/07,0,0,0,7,0 9,0,0 2,0.37%,0.00%,0,36.95,37.25,36.95,36.95,0.0,0.00%,6,223,0
206,106/09/06,0,2,0,7,0 7,0,0 10,0.37%,0.00%,0,37.1,37.1,36.95,36.95,-0.16,-0.43%,5,185,0
207,106/09/05,0,-4,0,7,0 2,0,0 5,0.37%,0.00%,0,37.29,37.31,36.98,37.11,0.11,0.30%,14,520,0
208,106/09/04,0,23,0,7,0 1,0,0 10,0.37%,0.00%,0,36.85,37.0,36.85,37.0,0.09,0.24%,25,924,0
209,106/09/01,0,6,0,7,0 7,0,0 0,0.37%,0.00%,0,36.87,36.91,36.87,36.91,0.04,0.11%,6,221,0
210,106/08/31,0,1,0,7,1 7,0,0 5,0.37%,0.00%,0,36.87,36.87,36.87,36.87,0.12,0.33%,2,74,0
211,106/08/30,0,175,0,6,0 6,0,0 3,0.32%,0.00%,0,36.79,36.79,36.7,36.75,0.24,0.66%,176,6469,0
212,106/08/29,0,193,0,6,5 3,0,0 8,0.32%,0.00%,0,36.84,36.84,36.5,36.51,-0.11,-0.30%,204,7448,0
213,106/08/28,0,118,0,1,0 0,0,0 8,0.05%,0.00%,0,36.68,36.71,36.6,36.62,-0.06,-0.16%,124,4543,0
214,106/08/25,0,17,0,1,0 8,0,0 7,0.05%,0.00%,0,36.65,36.68,36.6,36.68,0.13,0.36%,19,696,0
215,106/08/24,0,4,0,1,0 0,0,0 4,0.05%,0.00%,0,36.5,36.55,36.5,36.55,0.1,0.27%,6,219,0
216,106/08/23,0,0,0,1,0 9,0,0 8,0.05%,0.00%,0,36.45,36.45,36.45,36.45,0.29,0.80%,7,255,0
217,106/08/22,0,6,0,1,0 4,0,0 10,0.05%,0.00%,0,36.51,36.51,36.16,36.16,0.32,0.89%,10,363,0
218,106/08/21,0,3,0,1,0 9,0,0 1,0.05%,0.00%,0,35.73,35.84,35.73,35.84,0.14,0.39%,4,143,0
219,106/08/18,0,29,0,1,1 9,0,0 4,0.05%,0.00%,0,36.06,36.06,35.7,35.7,-0.57,-1.57%,35,1251,0
220,106/08/17,0,-2,0,0,0 5,0,0 8,0.00%,-,0,36.22,36.29,36.22,36.27,0.54,1.51%,9,326,0
221,106/08/16,0,5,0,0,0 1,0,0 6,0.00%,-,0,36.15,36.15,35.7,35.73,-0.35,-0.97%,9,322,0
222,106/08/15,0,-1,0,0,0 5,0,0 3,0.00%,-,0,36.26,36.26,36.05,36.08,0.28,0.78%,6,217,0
223,106/08/14,0,-1,0,0,0 6,0,0 6,0.00%,-,0,35.87,36.13,35.8,35.8,-0.08,-0.22%,20,720,0
224,106/08/11,0,51,0,0,0 3,0,0 3,0.00%,-,0,35.98,35.98,35.74,35.88,-0.1,-0.28%,53,1898,0
225,106/08/10,0,11,0,0,0 8,0,0 8,0.00%,-,0,36.13,36.32,35.94,35.98,-0.48,-1.32%,22,795,0
226,106/08/09,0,23,0,0,0 6,0,0 10,0.00%,-,0,36.49,36.49,36.46,36.46,-0.62,-1.67%,24,875,0
227,106/08/08,0,-2,0,0,0 9,0,0 2,0.00%,-,0,37.14,37.14,37.07,37.08,0.27,0.73%,6,223,0
228,106/08/07,0,17,0,0,0 7,0,0 10,0.00%,-,0,36.64,36.81,36.64,36.81,0.36,0.99%,18,662,0
229,106/08/04,0,4,0,0,0 2,0,0 5,0.00%,-,0,36.68,36.68,36.39,36.45,0.09,0.25%,6,219,0
230,106/08/03,0,34,0,0,0 1,0,0 10,0.00%,-,0,36.44,36.44,36.33,36.36,-0.22,-0.60%,37,1345,0
231,106/08/02,0,10,0,0,0 7,0,0 0,0.00%,-,0,36.5,36.6,36.5,36.58,0.37,1.02%,14,512,0
