,日期,自營商,投信,外資,資餘,資增減,券餘,券增減,使用率,券資比,資券抵,開盤價,最高價,最低價,收盤價,漲跌,漲%,成交量,成交金額,本益比
48,107/04/13,0,-107,0,0,0 8,0,0 8,0.00%,-,0,33.0,33.18,32.9,32.93,0.03,0.09%,143,4749,0
49,107/04/13,0,-107,0,0,0 1,0,0 6,0.00%,-,0,33.0,33.18,32.9,32.93,0.03,0.09%,143,4749,0
52,107/04/12,0,10,0,0,0 6,0,0 10,0.00%,-,0,32.66,32.9,32.66,32.9,0.04,0.12%,18,593,0
53,107/04/12,0,10,0,0,0 5,0,0 3,0.00%,-,0,32.66,32.9,32.66,32.9,0.04,0.12%,18,593,0
56,107/04/11,0,3,0,0,0 9,0,0 2,0.00%,-,0,32.76,33.0,32.72,32.86,0.28,0.86%,6,197,0
57,107/04/11,0,3,0,0,0 6,0,0 6,0.00%,-,0,32.76,33.0,32.72,32.86,0.28,0.86%,6,197,0
60,107/04/10,0,9,0,0,0 7,0,0 10,0.00%,-,0,32.59,32.76,32.29,32.58,0.31,0.96%,215,6953,0
61,107/04/10,0,9,0,0,0 3,0,0 3,0.00%,-,0,32.59,32.76,32.29,32.58,0.31,0.96%,215,6953,0
64,107/04/09,0,1,0,0,0 2,0,0 5,0.00%,-,0,32.53,32.53,32.26,32.27,-0.04,-0.12%,10,332,0
65,107/04/09,0,1,0,0,0 8,0,0 8,0.00%,-,0,32.53,32.53,32.26,32.27,-0.04,-0.12%,10,332,0
68,107/04/03,0,-2,0,0,0 6,0,0 10,0.00%,-,0,32.29,32.31,32.29,32.31,-0.24,-0.74%,4,147,0
69,107/04/02,0,1,0,0,0 9,0,0 2,0.00%,-,0,32.5,32.55,32.5,32.55,0.05,0.15%,7,228,0
70,107/03/30,0,5,0,0,0 6,0,0 3,0.00%,-,0,32.44,32.5,32.41,32.5,0.18,0.56%,5,162,0
71,107/03/29,0,-4,0,0,0 3,0,0 8,0.00%,-,0,32.42,32.42,32.32,32.32,0.0,0.00%,4,129,0
72,107/03/28,0,-2,0,0,0 0,0,0 8,0.00%,-,0,32.22,32.32,32.16,32.32,-0.17,-0.52%,10,323,0
73,107/03/27,0,35,0,0,0 8,0,0 7,0.00%,-,0,32.23,32.49,32.23,32.49,0.42,1.31%,40,1295,0
74,107/03/26,0,2,0,0,0 0,0,0 4,0.00%,-,0,31.8,32.07,31.8,32.07,0.23,0.72%,6,192,0
75,107/03/23,0,24,0,0,0 9,0,0 8,0.00%,-,0,31.8,31.9,31.8,31.84,-0.56,-1.73%,28,904,0
76,107/03/22,0,11,0,0,0 4,0,0 10,0.00%,-,0,32.58,32.9,32.4,32.4,-0.18,-0.55%,19,622,0
77,107/03/21,0,10,0,0,0 9,0,0 1,0.00%,-,0,32.4,32.6,32.4,32.58,0.18,0.56%,14,455,0
78,107/03/20,0,-6,0,0,0 9,0,0 4,0.00%,-,0,32.4,32.4,32.36,32.4,0.0,0.00%,11,356,0
79,107/03/19,0,0,0,0,0 5,0,0 8,0.00%,-,0,32.4,32.4,32.4,32.4,0.12,0.37%,1,43,0
80,107/03/16,0,30,0,0,0 1,0,0 6,0.00%,-,0,32.57,32.57,32.21,32.28,-0.04,-0.12%,85,2729,0
81,107/03/15,0,2,0,0,0 5,0,0 3,0.00%,-,0,32.46,32.53,32.13,32.32,-0.14,-0.43%,6,194,0
82,107/03/14,0,8,0,0,-1 6,0,0 6,0.00%,-,0,32.29,32.46,32.29,32.46,0.24,0.74%,24,778,0
83,107/03/13,0,12,0,1,-2 3,0,0 3,0.04%,0.00%,0,32.11,32.31,32.11,32.22,0.11,0.34%,24,787,0
84,107/03/12,0,14,0,3,3 8,0,0 8,0.13%,0.00%,0,32.0,32.2,32.0,32.11,0.41,1.29%,24,785,0
85,107/03/09,0,18,0,0,0 6,0,0 10,0.00%,-,0,31.79,31.79,31.7,31.7,0.11,0.35%,18,572,0
86,107/03/08,0,3,0,0,0 9,0,0 2,0.00%,-,0,31.59,31.8,31.59,31.59,0.25,0.80%,6,195,0
87,107/03/07,0,18,0,0,0 7,0,0 10,0.00%,-,0,31.5,31.5,31.3,31.34,0.03,0.10%,23,725,0
88,107/03/06,0,4,0,0,0 2,0,0 5,0.00%,-,0,31.3,31.31,31.3,31.31,0.01,0.03%,6,201,0
89,107/03/05,0,-1,0,0,0 1,0,0 10,0.00%,-,0,31.51,31.51,31.3,31.3,-0.1,-0.32%,5,147,0
90,107/03/01,0,4,0,0,0 7,0,0 0,0.00%,-,0,32.0,32.0,31.5,31.5,-0.5,-1.56%,16,508,0
91,107/02/27,0,4,0,0,0 7,0,0 5,0.00%,-,0,31.75,32.02,31.75,32.0,0.43,1.36%,11,341,0
92,107/02/26,0,5,0,0,0 6,0,0 3,0.00%,-,0,31.52,31.57,31.52,31.57,0.12,0.38%,6,189,0
93,107/02/23,0,10,0,0,0 3,0,0 8,0.00%,-,0,31.25,31.5,31.25,31.45,0.4,1.29%,14,426,0
94,107/02/22,0,10,0,0,0 0,0,0 8,0.00%,-,0,31.08,31.08,30.86,31.05,-0.09,-0.29%,18,560,0
95,107/02/21,0,-1,0,0,0 8,0,0 7,0.00%,-,0,31.0,31.15,30.74,31.14,0.89,2.94%,9,275,0
96,107/02/12,0,2,0,0,0 0,0,0 4,0.00%,-,0,29.87,30.25,29.87,30.25,0.38,1.27%,10,311,0
97,107/02/09,0,-6,0,0,0 9,0,0 8,0.00%,-,0,30.33,30.33,29.34,29.87,-0.46,-1.52%,36,1071,0
98,107/02/08,0,16,0,0,0 4,0,0 10,0.00%,-,0,31.0,31.0,30.33,30.33,-0.47,-1.53%,39,1202,0
99,107/02/07,0,-2,0,0,-2 9,0,0 1,0.00%,-,0,30.83,31.1,30.8,30.8,0.81,2.70%,14,428,0
100,107/02/06,0,-48,0,2,2 9,0,0 4,0.08%,0.00%,0,31.75,31.75,29.86,29.99,-1.76,-5.54%,71,2175,0
101,107/02/05,0,1,0,0,0 5,0,0 8,0.00%,-,0,32.2,32.2,31.5,31.75,-0.55,-1.70%,9,272,0
102,107/02/02,0,1,0,0,0 1,0,0 6,0.00%,-,0,32.36,32.36,32.3,32.3,-0.1,-0.31%,7,210,0
103,107/02/01,0,5,0,0,0 5,0,0 3,0.00%,-,0,32.52,32.52,32.4,32.4,0.01,0.03%,9,292,0
104,107/01/31,0,7,0,0,0 7,0,0 5,0.00%,-,0,32.39,32.39,32.39,32.39,0.09,0.28%,8,243,0
105,107/01/30,0,1,0,0,-4 6,0,0 3,0.00%,-,0,32.86,32.86,32.26,32.3,-0.56,-1.70%,12,402,0
106,107/01/29,0,10,0,4,0 3,0,0 8,0.17%,0.00%,0,32.54,32.86,32.54,32.86,0.43,1.33%,17,555,0
107,107/01/26,0,40,0,4,0 0,0,0 8,0.17%,0.00%,0,32.44,32.54,32.31,32.43,-0.01,-0.03%,45,1460,0
108,107/01/25,0,3,0,4,0 8,0,0 7,0.17%,0.00%,0,32.75,32.83,32.44,32.44,-0.22,-0.67%,12,393,0
109,107/01/24,0,2,0,4,0 0,0,0 4,0.17%,0.00%,0,32.72,32.72,32.55,32.66,-0.06,-0.18%,5,172,0
110,107/01/23,0,-2,0,4,0 9,0,0 8,0.17%,0.00%,0,33.0,33.0,32.72,32.72,0.02,0.06%,12,396,0
111,107/01/22,0,31,0,4,0 4,0,0 10,0.17%,0.00%,0,32.49,32.7,32.39,32.7,0.37,1.14%,115,3752,0
112,107/01/19,0,6,0,4,0 9,0,0 1,0.17%,0.00%,0,32.39,32.6,32.32,32.33,-0.17,-0.52%,18,599,0
113,107/01/18,0,7,0,4,0 9,0,0 4,0.17%,0.00%,0,32.45,32.5,32.45,32.5,0.05,0.15%,15,490,0
114,107/01/17,0,1,0,4,0 5,0,0 8,0.17%,0.00%,0,32.48,32.48,32.22,32.45,0.24,0.75%,8,261,0
115,107/01/16,0,8,0,4,-1 1,0,0 6,0.17%,0.00%,0,32.07,32.3,32.07,32.21,0.17,0.53%,15,482,0
116,107/01/15,0,2,0,5,0 5,0,0 3,0.21%,0.00%,0,32.24,32.24,32.04,32.04,-0.2,-0.62%,4,128,0
117,107/01/12,0,0,0,5,0 6,0,0 6,0.21%,0.00%,0,31.2,32.25,31.2,32.24,0.19,0.59%,9,303,0
118,107/01/11,0,11,0,5,0 3,0,0 3,0.21%,0.00%,0,31.87,32.1,31.87,32.05,0.18,0.56%,17,545,0
119,107/01/10,0,1,0,5,0 8,0,0 8,0.21%,0.00%,0,32.35,32.35,31.87,31.87,-0.26,-0.81%,9,294,0
120,107/01/09,0,1,0,5,0 6,0,0 10,0.21%,0.00%,0,32.32,32.4,32.13,32.13,-0.18,-0.56%,4,129,0
121,107/01/08,0,5,0,5,0 9,0,0 2,0.21%,0.00%,0,32.4,32.49,32.31,32.31,-0.09,-0.28%,11,371,0
122,107/01/05,0,15,0,5,0 7,0,0 10,0.21%,0.00%,0,32.13,32.4,32.13,32.4,0.23,0.71%,22,714,0
123,107/01/04,0,60,0,5,0 2,0,0 5,0.21%,0.00%,0,31.99,32.17,31.99,32.17,0.18,0.56%,60,1942,0
124,107/01/03,0,48,0,5,0 1,0,0 10,0.21%,0.00%,0,31.67,31.99,31.67,31.99,0.32,1.01%,59,1893,0
125,107/01/02,0,3,0,5,0 7,0,0 0,0.21%,0.00%,0,31.7,31.7,31.31,31.67,0.0,0.00%,9,288,0
126,106/12/29,0,6,0,5,0 7,0,0 5,0.21%,0.00%,0,31.21,31.67,31.21,31.67,0.46,1.47%,29,901,0
127,106/12/28,0,19,0,5,0 6,0,0 3,0.21%,0.00%,0,31.16,31.21,31.1,31.21,0.05,0.16%,21,660,0
128,106/12/27,0,-34,0,5,-4 3,0,0 8,0.21%,0.00%,0,30.84,31.16,30.84,31.16,0.32,1.04%,43,1337,0
129,106/12/26,0,-8,0,9,3 0,0,0 8,0.38%,0.00%,0,31.38,31.38,30.84,30.84,-0.36,-1.15%,10,311,0
130,106/12/25,0,2,0,6,0 8,0,0 7,0.25%,0.00%,0,31.2,31.2,31.2,31.2,-0.07,-0.22%,3,108,0
131,106/12/22,0,1,0,6,0 0,0,0 4,0.25%,0.00%,0,31.4,31.4,31.27,31.27,-0.13,-0.41%,2,63,0
132,106/12/21,0,0,0,6,0 9,0,0 8,0.25%,0.00%,0,31.4,31.4,31.4,31.4,0.0,0.00%,2,52,0
133,106/12/20,0,6,0,6,0 4,0,0 10,0.25%,0.00%,0,31.0,31.4,31.0,31.4,0.25,0.80%,9,282,0
134,106/12/19,0,6,0,6,0 9,0,0 1,0.25%,0.00%,0,31.06,31.31,31.0,31.15,1.35,4.53%,14,436,0
135,106/12/18,0,-1,0,6,0 9,0,0 4,0.25%,0.00%,0,31.0,31.19,29.8,29.8,-1.05,-3.40%,12,374,0
136,106/12/15,0,1,0,6,0 5,0,0 8,0.25%,0.00%,0,30.94,30.94,30.85,30.85,-0.09,-0.29%,7,207,0
137,106/12/14,0,8,0,6,0 1,0,0 6,0.25%,0.00%,0,30.3,31.16,30.3,30.94,-0.03,-0.10%,15,447,0
138,106/12/13,0,0,0,6,0 5,0,0 3,0.25%,0.00%,0,30.78,30.97,30.78,30.97,0.24,0.78%,10,319,0
139,106/12/12,0,-5,0,6,0 6,0,0 6,0.25%,0.00%,0,31.65,31.65,30.73,30.73,-0.01,-0.03%,22,682,0
140,106/12/11,0,9,0,6,0 3,0,0 3,0.25%,0.00%,0,30.52,30.89,30.52,30.74,0.25,0.82%,9,277,0
141,106/12/08,0,0,0,6,0 8,0,0 8,0.25%,0.00%,0,30.39,30.49,30.14,30.49,0.1,0.33%,12,364,0
142,106/12/07,0,-6,0,6,2 6,0,0 10,0.25%,0.00%,0,30.7,30.7,30.33,30.39,-0.2,-0.65%,19,584,0
143,106/12/06,0,-5,0,4,0 9,0,0 2,0.17%,0.00%,0,31.09,31.09,30.59,30.59,-0.59,-1.89%,11,350,0
144,106/12/05,0,-22,0,4,0 7,0,0 10,0.17%,0.00%,0,31.36,31.36,31.13,31.18,0.01,0.03%,23,732,0
145,106/12/04,0,0,0,4,0 2,0,0 5,0.17%,0.00%,0,31.31,31.41,31.17,31.17,-0.14,-0.45%,19,595,0
146,106/12/01,0,5,0,4,0 1,0,0 10,0.17%,0.00%,0,31.55,31.55,31.0,31.31,-0.17,-0.54%,43,1349,0
147,106/11/30,0,5,0,4,-2 7,0,0 5,0.17%,0.00%,0,31.76,31.76,31.39,31.48,-0.28,-0.88%,16,504,0
148,106/11/29,0,-7,0,6,0 6,0,0 3,0.25%,0.00%,0,31.71,31.82,31.7,31.76,0.09,0.28%,12,381,0
149,106/11/28,0,1,0,6,-1 3,0,0 8,0.25%,0.00%,0,31.74,31.74,31.65,31.67,-0.07,-0.22%,5,158,0
150,106/11/27,0,1,0,7,0 0,0,0 8,0.29%,0.00%,0,31.8,31.8,31.74,31.74,-0.16,-0.50%,4,127,0
151,106/11/24,0,1,0,7,0 8,0,0 7,0.29%,0.00%,0,31.74,31.9,31.74,31.9,0.16,0.50%,14,461,0
152,106/11/23,0,-27,0,7,-1 0,0,0 4,0.29%,0.00%,0,31.91,31.92,31.74,31.74,-0.66,-2.04%,32,1017,0
153,106/11/22,0,5,0,8,0 9,0,0 8,0.34%,0.00%,0,32.56,32.64,32.4,32.4,0.0,0.00%,11,358,0
154,106/11/21,0,22,0,8,0 4,0,0 10,0.34%,0.00%,0,32.3,32.4,32.3,32.4,0.29,0.90%,30,971,0
155,106/11/20,0,36,0,8,1 9,0,0 1,0.34%,0.00%,0,32.24,32.3,32.1,32.11,0.01,0.03%,43,1385,0
156,106/11/17,0,7,0,7,0 9,0,0 4,0.29%,0.00%,0,32.05,32.1,32.0,32.1,0.27,0.85%,13,416,0
157,106/11/16,0,10,0,7,0 5,0,0 8,0.29%,0.00%,0,31.87,31.97,31.83,31.83,-0.04,-0.13%,18,573,0
158,106/11/15,0,-3,0,7,0 1,0,0 6,0.29%,0.00%,0,31.98,31.98,31.85,31.87,-0.13,-0.41%,6,200,0
159,106/11/14,0,5,0,7,0 5,0,0 3,0.29%,0.00%,0,32.04,32.04,31.69,32.0,0.09,0.28%,14,435,0
160,106/11/13,0,10,0,7,0 6,0,0 6,0.29%,0.00%,0,32.13,32.13,31.87,31.91,-0.09,-0.28%,15,494,0
161,106/11/10,0,6,0,7,0 3,0,0 3,0.29%,0.00%,0,31.87,32.0,31.87,32.0,0.13,0.41%,11,351,0
162,106/11/09,0,6,0,7,0 8,0,0 8,0.29%,0.00%,0,32.36,32.37,31.87,31.87,-0.38,-1.18%,23,741,0
163,106/11/08,0,2,0,7,0 6,0,0 10,0.29%,0.00%,0,32.3,32.3,32.25,32.25,0.0,0.00%,7,226,0
164,106/11/07,0,1,0,7,0 9,0,0 2,0.29%,0.00%,0,32.22,32.26,32.22,32.25,0.05,0.16%,9,290,0
165,106/11/06,0,20,0,7,0 7,0,0 10,0.29%,0.00%,0,32.4,32.4,32.1,32.2,0.06,0.19%,26,837,0
166,106/11/03,0,0,0,7,0 2,0,0 5,0.29%,0.00%,0,32.12,32.3,32.12,32.14,0.09,0.28%,9,300,0
167,106/11/02,0,1,0,7,0 1,0,0 10,0.29%,0.00%,0,32.19,32.19,32.05,32.05,-0.05,-0.16%,6,196,0
168,106/11/01,0,6,0,7,0 7,0,0 0,0.29%,0.00%,0,32.08,32.29,32.08,32.1,0.1,0.31%,15,485,0
169,106/10/31,0,6,0,7,0 7,0,0 5,0.29%,0.00%,0,32.17,32.17,31.99,32.0,0.2,0.63%,8,256,0
170,106/10/30,0,24,0,7,2 6,0,0 3,0.29%,0.00%,0,32.0,32.0,31.8,31.8,-0.14,-0.44%,40,1274,0
171,106/10/27,0,2,0,5,0 3,0,0 8,0.20%,0.00%,0,32.13,32.3,31.94,31.94,-0.19,-0.59%,16,513,0
172,106/10/26,0,57,0,5,0 0,0,0 8,0.20%,0.00%,0,31.99,32.19,31.94,32.13,0.08,0.25%,62,1991,0
173,106/10/25,0,20,0,5,0 8,0,0 7,0.20%,0.00%,0,32.19,32.28,32.05,32.05,-0.14,-0.43%,27,851,0
174,106/10/24,0,5,0,5,0 0,0,0 4,0.20%,0.00%,0,32.06,32.2,32.06,32.19,0.2,0.63%,20,632,0
175,106/10/23,0,5,0,5,1 9,0,0 8,0.20%,0.00%,0,31.86,32.27,31.86,31.99,0.13,0.41%,16,526,0
176,106/10/20,0,2,0,4,0 4,0,0 10,0.16%,0.00%,0,31.91,31.92,31.86,31.86,-0.07,-0.22%,5,159,0
177,106/10/19,0,24,0,4,0 9,0,0 1,0.16%,0.00%,0,31.99,31.99,31.91,31.93,0.13,0.41%,29,926,0
178,106/10/18,0,-1,0,4,-1 9,0,0 4,0.16%,0.00%,0,32.0,32.0,31.8,31.8,-0.03,-0.09%,4,131,0
179,106/10/17,0,30,0,5,0 5,0,0 8,0.20%,0.00%,0,32.53,32.53,31.83,31.83,-0.36,-1.12%,46,1474,0
180,106/10/16,0,11,0,5,0 1,0,0 6,0.20%,0.00%,0,32.02,32.27,32.02,32.19,0.18,0.56%,22,720,0
181,106/10/13,0,11,0,5,-1 5,0,0 3,0.20%,0.00%,0,31.78,32.01,31.77,32.01,0.01,0.03%,19,620,0
182,106/10/12,0,31,0,6,1 6,0,0 6,0.24%,0.00%,0,31.6,32.0,31.6,32.0,0.4,1.27%,38,1208,0
183,106/10/11,0,2,0,5,0 3,0,0 3,0.20%,0.00%,0,31.46,31.79,31.46,31.6,0.15,0.48%,20,633,0
184,106/10/06,0,3,0,5,0 8,0,0 8,0.20%,0.00%,0,31.5,31.79,31.41,31.45,-0.02,-0.06%,7,221,0
185,106/10/05,0,16,0,5,0 6,0,0 10,0.20%,0.00%,0,31.39,31.49,31.39,31.47,0.22,0.70%,22,695,0
186,106/10/03,0,2,0,5,0 9,0,0 2,0.20%,0.00%,0,30.92,31.52,30.92,31.25,-0.28,-0.89%,6,197,0
187,106/10/02,0,-7,0,5,0 7,0,0 10,0.20%,0.00%,0,31.3,31.53,31.3,31.53,0.56,1.81%,28,888,0
188,106/09/30,0,8,0,5,0 7,0,0 5,0.20%,0.00%,0,30.97,31.0,30.97,30.97,0.18,0.58%,16,496,0
189,106/09/29,0,-1,0,5,1 6,0,0 3,0.20%,0.00%,0,30.8,30.8,30.79,30.79,-0.01,-0.03%,4,123,0
190,106/09/28,0,0,0,4,0 3,0,0 8,0.16%,0.00%,0,31.0,31.0,30.8,30.8,-0.03,-0.10%,8,247,0
191,106/09/27,0,0,0,4,0 0,0,0 8,0.16%,0.00%,0,30.8,31.01,30.8,30.83,0.03,0.10%,11,340,0
192,106/09/26,0,1,0,4,0 8,0,0 7,0.16%,0.00%,0,30.95,31.29,30.8,30.8,-0.12,-0.39%,7,217,0
193,106/09/25,0,4,0,4,0 0,0,0 4,0.16%,0.00%,0,31.4,31.4,30.92,30.92,-0.44,-1.40%,20,609,0
194,106/09/22,0,-2,0,4,0 9,0,0 8,0.16%,0.00%,0,31.77,31.77,31.36,31.36,-0.35,-1.10%,29,918,0
195,106/09/21,0,17,0,4,0 4,0,0 10,0.16%,0.00%,0,31.6,31.71,31.57,31.71,0.29,0.92%,19,601,0
196,106/09/20,0,1,0,4,0 9,0,0 1,0.16%,0.00%,0,31.55,31.8,31.41,31.42,-0.13,-0.41%,15,475,0
197,106/09/19,0,0,0,4,0 9,0,0 4,0.16%,0.00%,0,31.99,32.0,31.55,31.55,-0.33,-1.04%,13,420,0
198,106/09/18,0,23,0,4,0 5,0,0 8,0.16%,0.00%,0,31.7,31.99,31.7,31.88,0.19,0.60%,30,966,0
199,106/09/15,0,16,0,4,0 1,0,0 6,0.16%,0.00%,0,31.65,31.69,31.6,31.69,0.13,0.41%,18,576,0
200,106/09/14,0,11,0,4,-7 5,0,0 3,0.16%,0.00%,0,31.53,31.7,31.46,31.56,0.06,0.19%,18,568,0
201,106/09/13,0,0,0,11,0 6,0,0 6,0.44%,0.00%,0,31.8,31.8,31.5,31.5,-0.31,-0.97%,6,203,0
202,106/09/12,0,8,0,11,0 3,0,0 3,0.44%,0.00%,0,31.51,31.85,31.51,31.81,0.2,0.63%,17,540,0
203,106/09/11,0,4,0,11,-1 8,0,0 8,0.44%,0.00%,0,31.72,31.9,31.61,31.61,-0.1,-0.32%,18,571,0
204,106/09/08,0,2,0,12,-3 6,0,0 10,0.48%,0.00%,0,31.95,31.95,31.68,31.71,-0.01,-0.03%,13,422,0
205,106/09/07,0,-4,0,15,0 9,0,0 2,0.60%,0.00%,0,31.74,31.98,31.7,31.72,-0.02,-0.06%,17,526,0
206,106/09/06,0,0,0,15,0 7,0,0 10,0.60%,0.00%,0,31.77,31.77,31.74,31.74,-0.04,-0.13%,4,112,0
207,106/09/05,0,7,0,15,1 2,0,0 5,0.60%,0.00%,0,31.65,31.78,31.65,31.78,0.3,0.95%,16,516,0
208,106/09/04,0,12,0,14,0 1,0,0 10,0.56%,0.00%,0,31.64,31.65,31.48,31.48,-0.17,-0.54%,14,445,0
209,106/09/01,0,5,0,14,10 7,0,0 0,0.56%,0.00%,0,31.56,31.7,31.56,31.65,0.15,0.48%,18,557,0
210,106/08/31,0,73,0,4,0 7,0,0 5,0.16%,0.00%,0,31.4,31.57,31.4,31.5,0.1,0.32%,78,2459,0
211,106/08/30,0,33,0,4,0 6,0,0 3,0.16%,0.00%,0,31.1,31.48,31.1,31.4,0.3,0.96%,37,1166,0
212,106/08/29,0,1,0,4,0 3,0,0 8,0.16%,0.00%,0,31.3,31.3,31.1,31.1,-0.04,-0.13%,12,386,0
213,106/08/28,0,43,0,4,0 0,0,0 8,0.16%,0.00%,0,30.94,31.15,30.94,31.14,0.18,0.58%,49,1529,0
214,106/08/25,0,71,0,4,-2 8,0,0 7,0.16%,0.00%,0,30.75,30.96,30.75,30.96,0.22,0.72%,72,2241,0
215,106/08/24,0,2,0,6,0 0,0,0 4,0.23%,0.00%,0,30.9,30.9,30.74,30.74,0.14,0.46%,6,187,0
216,106/08/23,0,2,0,6,-2 9,0,0 8,0.23%,0.00%,0,30.9,30.9,30.6,30.6,0.06,0.20%,22,691,0
217,106/08/22,0,13,0,8,2 4,0,0 10,0.30%,0.00%,0,30.47,30.6,30.47,30.54,0.29,0.96%,25,763,0
218,106/08/21,0,4,0,6,0 9,0,0 1,0.23%,0.00%,0,30.38,30.38,30.25,30.25,-0.15,-0.49%,8,242,0
219,106/08/18,0,0,0,6,-2 9,0,0 4,0.23%,0.00%,0,30.42,30.42,30.4,30.4,-0.09,-0.30%,3,91,0
220,106/08/17,0,15,0,8,2 5,0,0 8,0.30%,0.00%,0,30.15,30.49,29.5,30.49,0.44,1.46%,22,669,0
221,106/08/16,0,15,0,6,0 1,0,0 6,0.23%,0.00%,0,30.4,30.4,30.05,30.05,-0.05,-0.17%,21,633,0
222,106/08/15,0,1,0,6,2 5,0,0 3,0.23%,0.00%,0,29.96,30.24,29.96,30.1,0.14,0.47%,15,443,0
223,106/08/14,0,32,0,4,0 6,0,0 6,0.15%,0.00%,0,30.05,30.05,29.86,29.96,-0.14,-0.47%,38,1138,0
224,106/08/11,0,19,0,4,2 3,0,0 3,0.15%,0.00%,0,30.0,30.2,30.0,30.1,0.1,0.33%,31,942,0
225,106/08/10,0,7,0,2,0 8,0,0 8,0.08%,0.00%,0,30.54,30.54,30.0,30.0,-0.56,-1.83%,32,968,0
226,106/08/09,0,10,0,2,-4 6,0,0 10,0.08%,0.00%,0,30.92,30.92,30.56,30.56,-0.35,-1.13%,21,644,0
227,106/08/08,0,3,0,6,0 9,0,0 2,0.23%,0.00%,0,30.76,30.91,30.71,30.91,0.0,0.00%,14,434,0
228,106/08/07,0,30,0,6,0 7,0,0 10,0.23%,0.00%,0,30.53,30.91,30.53,30.91,0.38,1.24%,66,2032,0
229,106/08/04,0,532,0,6,0 2,0,0 5,0.23%,0.00%,0,30.4,30.53,30.4,30.53,0.25,0.83%,542,16511,0
230,106/08/03,0,114,0,6,0 1,0,0 10,0.22%,0.00%,0,30.2,30.35,30.2,30.28,0.0,0.00%,220,6679,0
