,日期,自營商,投信,外資,資餘,資增減,券餘,券增減,使用率,券資比,資券抵,開盤價,最高價,最低價,收盤價,漲跌,漲%,成交量,成交金額,本益比
57,107/04/11,0,97,0,37,-48 6,2,0 6,0.42%,5.41%,0,16.95,16.97,16.9,16.92,0.04,0.24%,119,2016,0
60,107/04/10,0,12,0,85,-5 7,2,0 10,0.95%,2.35%,0,16.67,16.88,16.67,16.88,0.22,1.32%,35,585,0
61,107/04/10,0,12,0,85,-5 3,2,0 3,0.95%,2.35%,0,16.67,16.88,16.67,16.88,0.22,1.32%,35,585,0
64,107/04/09,0,10,0,90,-2 2,2,1 5,1.01%,2.22%,0,16.61,16.66,16.61,16.66,0.08,0.48%,28,466,0
65,107/04/09,0,10,0,90,-2 8,2,1 8,1.01%,2.22%,0,16.61,16.66,16.61,16.66,0.08,0.48%,28,466,0
68,107/04/03,0,15,0,92,3 6,1,1 10,1.03%,1.09%,0,16.71,16.71,16.56,16.58,-0.11,-0.66%,67,1118,0
69,107/04/02,0,108,0,89,-3 9,0,0 2,1.00%,0.00%,0,16.7,16.7,16.69,16.69,-0.01,-0.06%,125,2087,0
70,107/03/31,0,25,0,92,-5 7,0,0 5,1.03%,0.00%,0,16.66,16.72,16.66,16.7,0.01,0.06%,38,634,0
71,107/03/30,0,404,0,97,0 6,0,0 3,1.09%,0.00%,0,16.61,16.72,16.61,16.69,0.08,0.48%,419,6981,0
72,107/03/29,0,87,0,97,6 3,0,0 8,1.07%,0.00%,0,16.75,16.75,16.58,16.61,-0.14,-0.84%,125,2074,0
73,107/03/28,0,3,0,91,-2 0,0,0 8,1.01%,0.00%,0,16.8,16.8,16.7,16.75,-0.03,-0.18%,17,285,0
74,107/03/27,0,-7,0,93,-2 8,0,0 7,1.03%,0.00%,0,16.79,16.94,16.78,16.78,0.16,0.96%,45,759,0
75,107/03/26,0,18,0,95,1 0,0,0 4,1.05%,0.00%,0,16.65,16.65,16.62,16.62,-0.03,-0.18%,27,450,0
76,107/03/23,0,-98,0,94,0 9,0,0 8,1.04%,0.00%,0,16.84,16.84,16.65,16.65,-0.3,-1.77%,119,1996,0
77,107/03/22,0,312,0,94,0 4,0,0 10,1.04%,0.00%,0,16.95,16.98,16.86,16.95,0.0,0.00%,326,5526,0
78,107/03/21,0,26,0,94,-1 9,0,0 1,1.04%,0.00%,0,16.92,17.0,16.92,16.95,0.05,0.30%,43,728,0
79,107/03/20,0,-1,0,95,0 9,0,0 4,1.05%,0.00%,0,16.98,16.98,16.9,16.9,-0.08,-0.47%,9,152,0
80,107/03/19,0,11,0,95,0 5,0,0 8,1.05%,0.00%,0,16.94,16.98,16.92,16.98,0.08,0.47%,18,306,0
81,107/03/16,0,21,0,95,-1 1,0,0 6,1.05%,0.00%,0,16.88,16.9,16.83,16.9,0.02,0.12%,26,439,0
82,107/03/15,0,64,0,96,-1 5,0,0 3,1.05%,0.00%,0,16.95,16.95,16.86,16.88,-0.07,-0.41%,71,1198,0
83,107/03/14,0,6,0,97,-3 6,0,0 6,1.06%,0.00%,0,16.96,16.96,16.91,16.95,-0.01,-0.06%,10,169,0
84,107/03/13,0,8,0,100,-2 3,0,0 3,1.09%,0.00%,0,17.05,17.09,16.95,16.96,-0.04,-0.24%,26,449,0
85,107/03/12,0,185,-1,102,9 8,0,0 8,1.11%,0.00%,0,16.86,17.0,16.81,17.0,0.3,1.80%,204,3454,0
86,107/03/09,0,40,0,93,0 6,0,0 10,1.01%,0.00%,0,16.7,16.7,16.6,16.7,0.09,0.54%,63,1051,0
87,107/03/08,0,20,0,93,0 9,0,0 2,1.01%,0.00%,0,16.58,16.7,16.56,16.61,0.03,0.18%,50,830,0
88,107/03/07,0,-4,0,93,0 7,0,0 10,1.01%,0.00%,0,16.71,16.71,16.58,16.58,-0.03,-0.18%,13,216,0
89,107/03/06,0,-3,0,93,-20 2,0,0 5,1.01%,0.00%,0,16.66,16.79,16.61,16.61,0.04,0.24%,16,267,0
90,107/03/05,0,-26,0,113,0 1,0,0 10,1.23%,0.00%,0,16.82,16.82,16.57,16.57,-0.09,-0.54%,35,589,0
91,107/03/01,0,-1,0,108,20 7,0,0 0,1.18%,0.00%,0,16.7,16.95,16.7,16.79,-0.02,-0.12%,36,607,0
92,107/02/27,0,82,0,88,0 7,0,0 5,0.96%,0.00%,0,16.86,16.95,16.81,16.81,-0.05,-0.30%,109,1835,0
93,107/02/26,0,92,0,88,0 6,0,0 3,0.96%,0.00%,0,16.9,16.92,16.81,16.86,0.08,0.48%,120,2023,0
94,107/02/23,0,11,0,88,0 3,0,0 8,0.96%,0.00%,0,16.65,16.88,16.65,16.78,0.11,0.66%,33,557,0
95,107/02/22,0,-17,0,88,0 0,0,0 8,0.96%,0.00%,0,16.5,16.68,16.5,16.67,0.06,0.36%,63,1047,0
96,107/02/21,0,10,0,88,0 8,0,0 7,0.96%,0.00%,0,16.43,16.64,16.43,16.61,0.23,1.40%,70,1165,0
97,107/02/12,0,27,0,88,0 0,0,0 4,0.96%,0.00%,0,16.31,16.38,16.27,16.38,0.2,1.24%,64,1044,0
98,107/02/09,0,186,0,88,-2 9,0,0 8,0.96%,0.00%,0,16.05,16.18,16.0,16.18,-0.07,-0.43%,244,3916,0
99,107/02/08,0,42,0,90,-5 4,0,0 10,0.97%,0.00%,0,16.32,16.35,16.24,16.25,0.05,0.31%,74,1203,0
100,107/02/07,0,111,0,95,3 9,0,0 1,1.02%,0.00%,0,16.3,16.3,16.2,16.2,0.31,1.95%,152,2473,0
101,107/02/06,0,-109,0,92,2 9,0,0 4,0.99%,0.00%,0,16.45,16.45,15.89,15.89,-0.8,-4.79%,235,3768,0
102,107/02/05,0,5,0,90,7 5,0,0 8,0.97%,0.00%,0,16.8,16.8,16.61,16.69,-0.3,-1.77%,57,956,0
103,107/02/02,0,8,0,83,8 1,0,0 6,0.89%,0.00%,0,16.9,17.0,16.85,16.99,0.04,0.24%,40,676,0
104,107/02/01,0,59,0,75,0 5,0,0 3,0.81%,0.00%,0,16.79,17.0,16.79,16.95,0.03,0.18%,80,1349,0
105,107/01/31,0,75,0,75,-2 7,0,0 5,0.81%,0.00%,0,16.79,16.92,16.79,16.92,0.03,0.18%,89,1500,0
106,107/01/30,0,55,0,77,0 6,0,0 3,0.83%,0.00%,0,17.02,17.02,16.89,16.89,-0.14,-0.82%,77,1305,0
107,107/01/29,0,9,0,77,0 3,0,0 8,0.83%,0.00%,0,17.06,17.06,17.0,17.03,-0.02,-0.12%,32,537,0
108,107/01/26,0,71,0,77,8 0,0,0 8,0.83%,0.00%,0,17.02,17.05,16.94,17.05,0.03,0.18%,91,1543,0
109,107/01/25,0,83,0,69,3 8,0,0 7,0.73%,0.00%,0,17.0,17.03,16.93,17.02,0.11,0.65%,100,1700,0
110,107/01/24,0,77,0,66,-8 0,0,0 4,0.70%,0.00%,0,17.0,17.03,16.85,16.91,-0.12,-0.70%,139,2355,0
111,107/01/23,0,5,0,74,4 9,0,0 8,0.79%,0.00%,0,17.1,17.1,17.02,17.03,-0.04,-0.23%,46,789,0
112,107/01/22,0,74,0,70,1 4,0,0 10,0.74%,0.00%,0,17.1,17.11,17.03,17.07,-0.03,-0.18%,89,1520,0
113,107/01/19,0,103,0,69,2 9,0,0 1,0.73%,0.00%,0,17.16,17.16,17.07,17.1,-0.06,-0.35%,125,2141,0
114,107/01/18,0,187,0,67,0 9,0,0 4,0.71%,0.00%,0,17.15,17.22,17.15,17.16,0.01,0.06%,221,3802,0
115,107/01/17,0,4,0,67,4 5,0,0 8,0.70%,0.00%,0,17.16,17.16,17.14,17.15,0.0,0.00%,31,532,0
116,107/01/16,0,27,0,63,5 1,0,0 6,0.66%,0.00%,0,17.2,17.22,17.1,17.15,0.0,0.00%,68,1168,0
117,107/01/15,0,108,0,58,-4 5,0,0 3,0.61%,0.00%,0,17.01,17.15,17.01,17.15,0.17,1.00%,174,2976,0
118,107/01/12,0,14,0,62,2 6,0,0 6,0.65%,0.00%,0,16.92,17.0,16.92,16.98,0.1,0.59%,46,780,0
119,107/01/11,0,83,0,60,0 3,0,0 3,0.63%,0.00%,0,16.85,17.0,16.85,16.88,-0.09,-0.53%,128,2161,0
120,107/01/10,0,116,0,60,-4 8,0,0 8,0.63%,0.00%,0,16.9,17.04,16.9,16.97,0.12,0.71%,200,3394,0
121,107/01/09,0,107,-4,64,0 6,0,0 10,0.67%,0.00%,0,16.87,16.88,16.8,16.85,0.0,0.00%,163,2751,0
122,107/01/08,0,953,0,64,-2 9,0,0 2,0.67%,0.00%,0,16.7,16.87,16.7,16.85,0.18,1.08%,1037,17445,0
123,107/01/05,0,121,0,66,-1 7,0,0 10,0.67%,0.00%,0,16.55,16.67,16.55,16.67,0.15,0.91%,143,2374,0
124,107/01/04,0,73,0,67,-3 2,0,0 5,0.68%,0.00%,0,16.5,16.55,16.49,16.52,0.03,0.18%,86,1422,0
125,107/01/03,0,98,0,70,-11 1,0,0 10,0.71%,0.00%,0,16.39,16.49,16.39,16.49,0.14,0.86%,114,1878,0
126,107/01/02,0,52,0,81,-15 7,0,0 0,0.82%,0.00%,0,16.2,16.35,16.2,16.35,0.09,0.55%,65,1060,0
127,106/12/29,0,8,0,96,0 7,0,0 5,0.97%,0.00%,0,16.33,16.33,16.26,16.26,0.06,0.37%,14,228,0
128,106/12/28,0,243,0,96,0 6,0,0 3,0.97%,0.00%,0,16.3,16.3,16.2,16.2,-0.05,-0.31%,253,4109,0
129,106/12/27,0,0,0,96,0 3,0,0 8,0.97%,0.00%,0,16.25,16.3,16.25,16.25,0.0,0.00%,13,211,0
130,106/12/26,0,-33,0,96,0 0,0,0 8,0.97%,0.00%,0,16.19,16.34,16.19,16.25,0.06,0.37%,68,1104,0
131,106/12/25,0,14,0,96,0 8,0,0 7,0.97%,0.00%,0,16.4,16.4,16.19,16.19,-0.14,-0.86%,77,1252,0
132,106/12/22,0,1,0,96,2 0,0,0 4,0.97%,0.00%,0,16.2,16.35,16.2,16.33,0.14,0.86%,8,131,0
133,106/12/21,0,2,0,94,0 9,0,0 8,0.95%,0.00%,0,16.29,16.33,16.19,16.19,-0.1,-0.61%,186,3020,0
134,106/12/20,0,134,-140,94,-1 4,0,0 10,0.95%,0.00%,0,16.18,16.3,16.18,16.29,0.11,0.68%,185,3006,0
135,106/12/19,0,1,0,95,0 9,0,0 1,0.95%,0.00%,0,16.17,16.2,16.16,16.18,0.02,0.12%,14,226,0
136,106/12/18,0,22,0,95,0 9,0,0 4,0.95%,0.00%,0,16.16,16.17,16.14,16.16,0.0,0.00%,29,469,0
137,106/12/15,0,0,-1,95,-7 5,0,0 8,0.95%,0.00%,0,16.23,16.23,16.16,16.16,-0.07,-0.43%,47,762,0
138,106/12/14,0,54,0,102,-3 1,0,0 6,1.02%,0.00%,0,16.19,16.26,16.19,16.23,0.13,0.81%,65,1055,0
139,106/12/13,0,4,0,105,0 5,0,0 3,1.05%,0.00%,0,16.14,16.15,16.09,16.1,0.08,0.50%,19,306,0
140,106/12/12,0,-1,0,105,7 6,0,0 6,1.05%,0.00%,0,16.13,16.13,16.02,16.02,-0.13,-0.80%,51,817,0
141,106/12/11,0,1,0,98,0 3,0,0 3,0.98%,0.00%,0,16.15,16.16,16.1,16.15,0.14,0.87%,15,242,0
142,106/12/08,0,2,0,98,4 8,0,0 8,0.98%,0.00%,0,16.1,16.1,15.98,16.01,-0.03,-0.19%,28,449,0
143,106/12/07,0,-31,0,94,3 6,0,0 10,0.94%,0.00%,0,16.05,16.1,16.02,16.04,-0.06,-0.37%,124,1993,0
144,106/12/06,0,0,0,91,4 9,0,0 2,0.91%,0.00%,0,16.2,16.28,16.1,16.1,-0.22,-1.35%,98,1583,0
145,106/12/05,0,341,0,87,-6 7,0,0 10,0.87%,0.00%,0,16.31,16.43,15.88,16.32,0.01,0.06%,496,8037,0
146,106/12/04,0,107,0,93,-58 2,0,0 5,0.90%,0.00%,0,16.11,16.32,16.1,16.31,0.11,0.68%,158,2559,0
147,106/12/01,0,4,0,151,14 1,0,0 10,1.47%,0.00%,0,16.02,16.23,16.02,16.2,0.22,1.38%,66,1063,0
148,106/11/30,0,-20,0,137,0 7,0,0 5,1.33%,0.00%,0,16.05,16.06,15.98,15.98,-0.04,-0.25%,30,480,0
149,106/11/29,0,-30,0,137,-7 6,0,0 3,1.33%,0.00%,0,16.0,16.15,16.0,16.02,0.03,0.19%,73,1175,0
150,106/11/28,0,-116,0,144,6 3,0,0 8,1.40%,0.00%,0,16.02,16.05,15.99,15.99,-0.03,-0.19%,175,2806,0
151,106/11/27,0,-108,0,138,3 0,0,0 8,1.34%,0.00%,0,16.36,16.36,16.0,16.02,-0.18,-1.11%,219,3521,0
152,106/11/24,0,-433,0,135,8 8,0,0 7,1.28%,0.00%,0,16.4,16.4,16.2,16.2,-0.12,-0.74%,518,8414,0
153,106/11/23,0,-134,0,127,65 0,0,0 4,1.21%,0.00%,0,16.46,16.46,16.27,16.32,-0.44,-2.63%,498,8135,0
154,106/11/22,0,-43,0,62,9 9,0,0 8,0.59%,0.00%,0,16.75,16.93,16.75,16.76,0.16,0.96%,480,8081,0
155,106/11/21,0,2267,0,53,20 4,0,0 10,0.50%,0.00%,0,16.18,16.6,16.18,16.6,0.45,2.79%,2393,39316,0
156,106/11/20,0,149,-97,33,9 9,0,0 1,0.31%,0.00%,0,16.09,16.18,16.09,16.15,0.06,0.37%,210,3385,0
157,106/11/17,0,1000,0,24,5 9,0,0 4,0.23%,0.00%,0,16.17,16.18,16.04,16.09,0.0,0.00%,1086,17429,0
158,106/11/16,0,0,-3,19,0 5,0,0 8,0.18%,0.00%,0,16.1,16.1,16.09,16.09,-0.01,-0.06%,24,386,0
159,106/11/15,0,9,0,19,0 1,0,0 6,0.18%,0.00%,0,16.1,16.11,16.09,16.1,-0.05,-0.31%,30,483,0
160,106/11/14,0,2,0,19,0 5,0,0 3,0.18%,0.00%,0,16.18,16.18,16.1,16.15,0.02,0.12%,61,985,0
161,106/11/13,0,3,0,19,0 6,0,0 6,0.18%,0.00%,0,16.1,16.16,16.08,16.13,0.03,0.19%,22,355,0
162,106/11/10,0,0,0,19,0 3,0,0 3,0.18%,0.00%,0,16.09,16.1,16.09,16.1,0.01,0.06%,43,684,0
163,106/11/09,0,372,-349,19,-1 8,0,0 8,0.18%,0.00%,0,16.11,16.15,16.09,16.09,0.01,0.06%,421,6780,0
164,106/11/08,0,0,0,20,0 6,0,0 10,0.18%,0.00%,0,16.14,16.14,16.08,16.08,-0.06,-0.37%,3,48,0
165,106/11/07,0,0,0,20,0 9,0,0 2,0.18%,0.00%,0,16.17,16.17,16.14,16.14,0.06,0.37%,3,50,0
166,106/11/06,0,0,0,20,0 7,0,0 10,0.18%,0.00%,0,16.15,16.18,16.05,16.08,-0.02,-0.12%,18,294,0
167,106/11/03,0,23,0,20,0 2,0,0 5,0.18%,0.00%,0,16.14,16.14,16.09,16.1,-0.04,-0.25%,36,582,0
168,106/11/02,0,75,0,20,0 1,0,0 10,0.18%,0.00%,0,16.1,16.14,16.1,16.14,0.04,0.25%,88,1417,0
169,106/11/01,0,26,0,20,0 7,0,0 0,0.18%,0.00%,0,16.08,16.1,16.08,16.1,0.02,0.12%,68,1094,0
170,106/10/31,0,39,0,20,-3 7,0,0 5,0.18%,0.00%,0,16.14,16.15,16.07,16.08,-0.05,-0.31%,76,1226,0
171,106/10/30,0,3,-1,23,3 6,0,0 3,0.21%,0.00%,0,16.12,16.15,16.12,16.13,0.07,0.44%,84,1355,0
172,106/10/27,0,83,0,20,0 3,0,0 8,0.18%,0.00%,0,16.05,16.15,16.05,16.06,0.01,0.06%,120,1931,0
173,106/10/26,0,2,0,20,0 0,0,0 8,0.18%,0.00%,0,16.06,16.06,16.03,16.05,-0.02,-0.12%,22,355,0
174,106/10/25,0,40,0,20,0 8,0,0 7,0.18%,0.00%,0,16.1,16.1,16.06,16.07,-0.03,-0.19%,66,1061,0
175,106/10/24,0,75,0,20,0 0,0,0 4,0.18%,0.00%,0,16.03,16.1,16.03,16.1,0.07,0.44%,82,1320,0
176,106/10/23,0,23,0,20,0 9,0,0 8,0.18%,0.00%,0,16.02,16.03,16.02,16.03,0.01,0.06%,58,932,0
177,106/10/20,0,0,0,20,-1 4,0,0 10,0.18%,0.00%,0,16.03,16.1,16.0,16.02,-0.01,-0.06%,46,737,0
178,106/10/19,0,16,0,21,0 9,0,0 1,0.19%,0.00%,0,16.1,16.1,16.03,16.03,0.0,0.00%,33,532,0
179,106/10/18,0,30,0,21,0 9,0,0 4,0.19%,0.00%,0,16.09,16.09,16.02,16.03,-0.08,-0.50%,39,625,0
180,106/10/17,0,373,0,21,1 5,0,0 8,0.19%,0.00%,0,16.08,16.12,16.06,16.11,0.05,0.31%,382,6148,0
181,106/10/16,0,119,0,20,0 1,0,0 6,0.18%,0.00%,0,16.05,16.06,16.01,16.06,0.02,0.12%,136,2183,0
182,106/10/13,0,7,0,20,0 5,0,0 3,0.18%,0.00%,0,16.02,16.05,16.02,16.04,0.0,0.00%,33,529,0
183,106/10/12,0,41,0,20,0 6,0,0 6,0.18%,0.00%,0,16.04,16.05,16.01,16.04,0.03,0.19%,57,914,0
184,106/10/11,0,69,0,20,0 3,0,0 3,0.18%,0.00%,0,16.05,16.05,16.0,16.01,0.06,0.38%,95,1522,0
185,106/10/06,0,4,0,20,0 8,0,0 8,0.18%,0.00%,0,15.98,15.98,15.94,15.95,0.01,0.06%,22,351,0
186,106/10/05,0,215,0,20,0 6,0,0 10,0.18%,0.00%,0,15.84,15.97,15.84,15.94,0.1,0.63%,225,3573,0
187,106/10/03,0,197,0,20,0 9,0,0 2,0.18%,0.00%,0,15.9,15.9,15.84,15.84,-0.06,-0.38%,201,3189,0
188,106/10/02,0,0,0,20,0 7,0,0 10,0.18%,0.00%,0,15.9,15.9,15.9,15.9,0.08,0.51%,3,51,0
189,106/09/30,0,0,0,20,0 7,0,0 5,0.18%,0.00%,0,15.85,15.86,15.82,15.82,-0.03,-0.19%,4,63,0
190,106/09/29,0,-2,0,20,0 6,0,0 3,0.18%,0.00%,0,15.9,15.9,15.85,15.85,0.0,0.00%,2,32,0
191,106/09/28,0,149,-132,20,0 3,0,0 8,0.18%,0.00%,0,15.83,15.98,15.8,15.85,0.02,0.13%,178,2815,0
192,106/09/27,0,0,0,20,0 0,0,0 8,0.18%,0.00%,0,15.9,15.9,15.83,15.83,0.04,0.25%,7,111,0
193,106/09/26,0,31,-2,20,0 8,0,0 7,0.18%,0.00%,0,15.73,15.81,15.73,15.79,0.06,0.38%,39,615,0
194,106/09/25,0,29,-3,20,0 0,0,0 4,0.18%,0.00%,0,15.81,15.89,15.73,15.73,-0.19,-1.19%,79,1255,0
195,106/09/22,0,22,-1,20,0 9,0,0 8,0.18%,0.00%,0,16.0,16.06,15.87,15.92,-0.08,-0.50%,31,494,0
196,106/09/21,0,6,0,20,0 4,0,0 10,0.18%,0.00%,0,15.89,16.0,15.89,16.0,0.13,0.82%,52,830,0
197,106/09/20,0,53,0,20,0 9,0,0 1,0.18%,0.00%,0,15.95,15.95,15.86,15.87,-0.13,-0.81%,81,1286,0
198,106/09/19,0,54,0,20,0 9,0,0 4,0.18%,0.00%,0,16.01,16.1,15.95,16.0,0.01,0.06%,87,1391,0
199,106/09/18,0,27,0,20,-1 5,0,0 8,0.18%,0.00%,0,16.0,16.1,15.98,15.99,0.01,0.06%,77,1233,0
200,106/09/15,0,5,0,21,0 1,0,0 6,0.18%,0.00%,0,15.98,15.98,15.88,15.98,0.02,0.13%,24,382,0
201,106/09/14,0,0,0,21,0 5,0,0 3,0.18%,0.00%,0,16.0,16.0,15.96,15.96,-0.03,-0.19%,18,290,0
202,106/09/13,0,296,0,21,0 6,0,0 6,0.18%,0.00%,0,16.01,16.02,15.98,15.99,-0.03,-0.19%,316,5060,0
203,106/09/12,0,4,0,21,0 3,0,0 3,0.18%,0.00%,0,16.02,16.03,15.98,16.02,0.02,0.12%,47,753,0
204,106/09/11,0,0,0,21,0 8,0,0 8,0.18%,0.00%,0,16.15,16.15,15.97,16.0,0.0,0.00%,25,401,0
205,106/09/08,0,103,0,21,-15 6,0,0 10,0.18%,0.00%,0,16.0,16.01,15.97,16.0,0.02,0.13%,120,1920,0
206,106/09/07,0,1,0,36,0 9,0,0 2,0.31%,0.00%,0,16.0,16.0,15.98,15.98,-0.07,-0.44%,22,354,0
207,106/09/06,0,7,0,36,-10 7,0,0 10,0.31%,0.00%,0,16.05,16.1,15.95,16.05,0.0,0.00%,52,833,0
208,106/09/05,0,0,0,46,-2 2,0,0 5,0.40%,0.00%,0,16.14,16.15,16.0,16.05,-0.09,-0.56%,18,284,0
209,106/09/04,0,47,0,48,-8 1,0,0 10,0.42%,0.00%,0,16.16,16.16,16.03,16.14,-0.02,-0.12%,76,1223,0
210,106/09/01,0,111,0,56,2 7,0,0 0,0.49%,0.00%,0,16.13,16.16,16.1,16.16,0.06,0.37%,133,2149,0
211,106/08/31,0,100,0,54,0 7,0,0 5,0.47%,0.00%,0,16.06,16.13,16.06,16.1,0.04,0.25%,115,1849,0
212,106/08/30,0,288,0,54,0 6,0,0 3,0.46%,0.00%,0,15.98,16.07,15.98,16.06,0.08,0.50%,297,4766,0
213,106/08/29,0,244,0,54,0 3,0,0 8,0.46%,0.00%,0,16.05,16.05,15.96,15.98,-0.08,-0.50%,264,4223,0
214,106/08/28,0,69,0,54,-5 0,0,0 8,0.46%,0.00%,0,15.9,16.06,15.9,16.06,0.12,0.75%,142,2278,0
215,106/08/25,0,23,0,59,-2 8,0,0 7,0.50%,0.00%,0,15.94,15.95,15.92,15.94,0.01,0.06%,40,639,0
216,106/08/24,0,2,0,61,0 0,0,0 4,0.52%,0.00%,0,15.9,16.0,15.9,15.93,0.03,0.19%,29,465,0
217,106/08/23,0,1,0,61,2 9,0,0 8,0.52%,0.00%,0,15.9,15.95,15.87,15.9,0.05,0.32%,26,419,0
218,106/08/22,0,5,0,59,0 4,0,0 10,0.50%,0.00%,0,15.84,15.9,15.84,15.85,0.04,0.25%,27,431,0
219,106/08/21,0,82,0,59,0 9,0,0 1,0.50%,0.00%,0,15.7,15.82,15.7,15.81,-0.04,-0.25%,104,1644,0
220,106/08/18,0,4,0,59,0 9,0,0 4,0.50%,0.00%,0,15.93,15.93,15.82,15.85,-0.08,-0.50%,8,128,0
221,106/08/17,0,15,0,59,0 5,0,0 8,0.50%,0.00%,0,15.75,15.93,15.75,15.93,0.18,1.14%,65,1022,0
222,106/08/16,0,65,0,59,0 1,0,0 6,0.50%,0.00%,0,15.73,15.85,15.73,15.75,0.02,0.13%,86,1355,0
223,106/08/15,0,32,0,59,0 5,0,0 3,0.50%,0.00%,0,15.67,15.82,15.67,15.73,0.06,0.38%,47,739,0
224,106/08/14,0,48,0,59,-25 6,0,0 6,0.50%,0.00%,0,15.74,15.77,15.67,15.67,-0.08,-0.51%,67,1054,0
225,106/08/11,0,115,0,84,0 3,0,0 3,0.71%,0.00%,0,15.61,15.75,15.61,15.75,0.03,0.19%,151,2375,0
226,106/08/10,0,30,0,84,0 8,0,0 8,0.71%,0.00%,0,15.99,15.99,15.72,15.72,-0.27,-1.69%,98,1543,0
