,日期,自營商,投信,外資,資餘,資增減,券餘,券增減,使用率,券資比,資券抵,開盤價,最高價,最低價,收盤價,漲跌,漲%,成交量,成交金額,本益比
36,107/04/18,0,0,0,0,0 5,0,0 3,0.00%,-,0,56.5,56.5,55.55,55.55,-0.35,-0.63%,3,168,0
37,107/04/18,0,0,0,0,0 9,0,0 1,0.00%,-,0,56.5,56.5,55.55,55.55,-0.35,-0.63%,3,168,0
40,107/04/17,0,0,0,0,0 6,0,0 6,0.00%,-,0,56.6,56.6,55.9,55.9,-0.8,-1.41%,4,225,0
41,107/04/17,0,0,0,0,0 9,0,0 4,0.00%,-,0,56.6,56.6,55.9,55.9,-0.8,-1.41%,4,225,0
44,107/04/16,0,-10,0,0,0 3,0,0 3,0.00%,-,0,56.55,56.7,56.5,56.7,-0.35,-0.61%,12,691,0
45,107/04/16,0,-10,0,0,0 5,0,0 8,0.00%,-,0,56.55,56.7,56.5,56.7,-0.35,-0.61%,12,691,0
48,107/04/13,0,-1,0,0,0 8,0,0 8,0.00%,-,0,57.05,57.05,57.05,57.05,0.35,0.62%,2,114,0
49,107/04/13,0,-1,0,0,0 1,0,0 6,0.00%,-,0,57.05,57.05,57.05,57.05,0.35,0.62%,2,114,0
52,107/04/12,0,3,0,0,0 6,0,0 10,0.00%,-,0,57.0,57.0,56.7,56.7,-0.65,-1.13%,7,404,0
53,107/04/12,0,3,0,0,0 5,0,0 3,0.00%,-,0,57.0,57.0,56.7,56.7,-0.65,-1.13%,7,404,0
56,107/04/11,0,-1,0,0,0 9,0,0 2,0.00%,-,0,57.35,57.35,57.35,57.35,0.35,0.61%,1,57,0
57,107/04/11,0,-1,0,0,0 6,0,0 6,0.00%,-,0,57.35,57.35,57.35,57.35,0.35,0.61%,1,57,0
60,107/04/10,0,-2,0,0,0 7,0,0 10,0.00%,-,0,56.55,57.0,56.55,57.0,0.35,0.62%,3,174,0
61,107/04/10,0,-2,0,0,0 3,0,0 3,0.00%,-,0,56.55,57.0,56.55,57.0,0.35,0.62%,3,174,0
64,107/04/09,0,-12,0,0,0 2,0,0 5,0.00%,-,0,56.8,56.8,56.45,56.65,0.25,0.44%,14,796,0
65,107/04/09,0,-12,0,0,0 8,0,0 8,0.00%,-,0,56.8,56.8,56.45,56.65,0.25,0.44%,14,796,0
68,107/04/03,0,-2,0,0,0 6,0,0 10,0.00%,-,0,56.2,56.4,56.2,56.4,-0.55,-0.97%,2,113,0
69,107/04/02,0,-2,0,0,0 9,0,0 2,0.00%,-,0,56.7,56.95,56.7,56.95,0.05,0.09%,2,119,0
70,107/03/31,0,-1,0,0,0 7,0,0 5,0.00%,-,0,56.9,56.9,56.9,56.9,0.15,0.26%,2,114,0
71,107/03/30,0,1,0,0,0 6,0,0 3,0.00%,-,0,56.8,56.8,56.75,56.75,0.4,0.71%,5,284,0
72,107/03/29,0,0,0,0,0 3,0,0 8,0.00%,-,0,56.1,56.35,56.1,56.35,-0.35,-0.62%,8,422,0
73,107/03/28,0,0,0,0,0 0,0,0 8,0.00%,-,0,56.7,56.7,56.7,56.7,-0.5,-0.87%,1,57,0
74,107/03/27,0,2,0,0,0 8,0,0 7,0.00%,-,0,57.15,57.2,56.9,57.2,1.1,1.96%,7,401,0
75,107/03/26,0,-7,0,0,0 0,0,0 4,0.00%,-,0,55.85,56.1,55.65,56.1,-0.05,-0.09%,8,448,0
76,107/03/23,0,-3,0,0,0 9,0,0 8,0.00%,-,0,56.05,56.15,56.05,56.15,-1.7,-2.94%,5,281,0
77,107/03/22,0,1,0,0,0 4,0,0 10,0.00%,-,0,57.85,57.85,57.85,57.85,0.15,0.26%,2,116,0
78,107/03/21,0,-2,0,0,0 9,0,0 1,0.00%,-,0,57.75,57.75,57.7,57.7,0.25,0.44%,2,115,0
79,107/03/20,0,-1,0,0,0 9,0,0 4,0.00%,-,0,57.45,57.45,57.45,57.45,-0.3,-0.52%,1,57,0
80,107/03/19,0,2,0,0,0 5,0,0 8,0.00%,-,0,57.6,57.75,57.6,57.75,-0.05,-0.09%,8,467,0
81,107/03/16,0,-6,0,0,0 1,0,0 6,0.00%,-,0,57.55,58.05,56.25,57.8,0.15,0.26%,36,2073,0
82,107/03/15,0,-1,0,0,0 5,0,0 3,0.00%,-,0,58.2,58.2,57.65,57.65,-0.25,-0.43%,3,177,0
83,107/03/14,0,22,0,0,0 6,0,0 6,0.00%,-,0,57.8,57.9,57.45,57.9,-0.5,-0.86%,28,1614,0
84,107/03/13,0,-1,0,0,0 3,0,0 3,0.00%,-,0,58.25,58.4,58.25,58.4,0.8,1.39%,4,252,0
85,107/03/12,0,0,0,0,0 8,0,0 8,0.00%,-,0,57.7,57.7,57.6,57.6,0.5,0.88%,2,116,0
86,107/03/09,0,3,0,0,0 6,0,0 10,0.00%,-,0,57.1,57.1,57.1,57.1,0.0,0.00%,3,171,0
87,107/03/08,0,1,0,0,0 9,0,0 2,0.00%,-,0,56.6,57.1,56.6,57.1,0.8,1.42%,3,172,0
88,107/03/07,0,4,0,0,0 7,0,0 10,0.00%,-,0,56.25,56.3,56.2,56.3,-0.3,-0.53%,5,281,0
89,107/03/06,0,-15,0,0,0 2,0,0 5,0.00%,-,0,56.25,56.6,56.25,56.6,1.2,2.17%,17,958,0
90,107/03/05,0,3,0,0,0 1,0,0 10,0.00%,-,0,55.4,55.4,55.4,55.4,0.2,0.36%,3,167,0
91,107/03/01,0,0,0,0,0 7,0,0 0,0.00%,-,0,56.45,56.45,56.0,56.1,-0.8,-1.41%,3,169,0
92,107/02/27,0,-4,0,0,0 7,0,0 5,0.00%,-,0,57.2,57.6,56.9,56.9,0.05,0.09%,6,349,0
93,107/02/26,0,-5,0,0,0 6,0,0 3,0.00%,-,0,59.1,59.4,56.85,56.85,-1.75,-2.99%,17,989,0
94,107/02/23,0,-2,0,0,0 3,0,0 8,0.00%,-,0,58.6,58.6,58.6,58.6,-0.3,-0.51%,2,117,0
95,107/02/22,0,-4,0,0,0 0,0,0 8,0.00%,-,0,58.45,58.9,58.2,58.9,0.45,0.77%,11,644,0
96,107/02/21,0,-11,0,0,0 8,0,0 7,0.00%,-,0,57.8,58.65,56.75,58.45,2.4,4.28%,21,1231,0
97,107/02/12,0,-1,0,0,0 0,0,0 4,0.00%,-,0,56.05,56.05,56.05,56.05,1.05,1.91%,1,60,0
98,107/02/09,0,1,0,0,0 9,0,0 8,0.00%,-,0,55.0,55.0,55.0,55.0,-1.2,-2.14%,3,165,0
99,107/02/08,0,2,0,0,0 4,0,0 10,0.00%,-,0,56.85,56.85,56.2,56.2,-0.65,-1.14%,3,169,0
100,107/02/07,0,0,0,0,0 9,0,0 1,0.00%,-,0,57.25,57.25,56.85,56.85,0.6,1.07%,2,126,0
101,107/02/06,0,-14,-24,0,0 9,0,0 4,0.00%,-,0,55.25,56.7,54.55,56.25,-0.5,-0.88%,21,1181,0
102,107/02/05,0,0,0,0,0 5,0,0 8,0.00%,-,0,56.75,56.75,56.75,56.75,-1.05,-1.82%,1,64,0
103,107/02/02,0,0,0,0,0 1,0,0 6,0.00%,-,0,58.1,58.1,57.8,57.8,-0.35,-0.60%,2,116,0
104,107/02/01,0,4,0,0,0 5,0,0 3,0.00%,-,0,55.65,58.5,55.65,58.15,0.75,1.31%,6,344,0
105,107/01/31,0,2,0,0,0 7,0,0 5,0.00%,-,0,57.35,57.6,57.3,57.4,0.05,0.09%,4,230,0
106,107/01/30,0,2,0,0,0 6,0,0 3,0.00%,-,0,57.8,57.9,57.35,57.35,-0.85,-1.46%,7,404,0
107,107/01/29,0,1,0,0,0 3,0,0 8,0.00%,-,0,58.4,58.75,58.2,58.2,0.2,0.34%,5,303,0
108,107/01/26,0,-4,0,0,0 0,0,0 8,0.00%,-,0,57.9,58.0,57.85,58.0,-0.45,-0.77%,10,579,0
109,107/01/25,0,1,0,0,0 8,0,0 7,0.00%,-,0,59.0,59.45,58.0,58.45,-0.25,-0.43%,7,419,0
110,107/01/24,0,-1,0,0,0 0,0,0 4,0.00%,-,0,59.8,59.8,58.7,58.7,-0.75,-1.26%,7,427,0
111,107/01/23,0,2,0,0,0 9,0,0 8,0.00%,-,0,58.5,60.0,58.5,59.45,1.1,1.89%,10,613,0
112,107/01/22,0,2,0,0,0 4,0,0 10,0.00%,-,0,57.75,58.35,57.75,58.35,0.55,0.95%,3,150,0
113,107/01/19,0,0,0,0,0 9,0,0 1,0.00%,-,0,57.95,57.95,57.7,57.8,1.0,1.76%,5,292,0
114,107/01/18,0,0,0,0,0 9,0,0 4,0.00%,-,0,57.35,57.35,56.8,56.8,0.95,1.70%,2,114,0
115,107/01/17,0,0,0,0,0 5,0,0 8,0.00%,-,0,55.8,55.9,55.8,55.85,0.2,0.36%,3,168,0
116,107/01/16,0,-8,0,0,0 1,0,0 6,0.00%,-,0,54.95,55.65,54.95,55.65,0.7,1.27%,12,652,0
117,107/01/15,0,1,0,0,0 5,0,0 3,0.00%,-,0,55.15,55.15,54.95,54.95,1.1,2.04%,3,165,0
118,107/01/11,0,-1,0,0,0 3,0,0 3,0.00%,-,0,54.45,54.45,53.85,53.85,-0.55,-1.01%,3,163,0
119,107/01/10,0,-2,0,0,0 8,0,0 8,0.00%,-,0,55.05,55.05,54.4,54.4,-0.65,-1.18%,2,109,0
120,107/01/09,0,-2,0,0,0 6,0,0 10,0.00%,-,0,55.15,55.2,55.0,55.05,-0.3,-0.54%,4,220,0
121,107/01/08,0,-6,0,0,-2 9,0,0 2,0.00%,-,0,55.35,55.35,55.35,55.35,0.55,1.00%,10,554,0
122,107/01/05,0,-2,0,2,0 7,0,0 10,0.13%,0.00%,0,54.95,54.95,54.8,54.8,0.15,0.27%,4,220,0
123,107/01/04,0,1,0,2,0 2,0,0 5,0.13%,0.00%,0,54.65,54.65,54.65,54.65,0.25,0.46%,1,55,0
124,107/01/03,0,0,0,2,2 1,0,0 10,0.13%,0.00%,0,54.5,54.5,54.4,54.4,0.9,1.68%,5,272,0
125,107/01/02,0,-3,0,0,0 7,0,0 0,0.00%,-,0,53.55,53.55,53.5,53.5,0.65,1.23%,3,169,0
126,106/12/29,0,2,0,0,-2 7,0,0 5,0.00%,-,0,52.85,52.85,52.85,52.85,0.4,0.76%,2,106,0
127,106/12/28,0,2,0,2,-2 6,0,0 3,0.13%,0.00%,0,52.3,52.45,52.3,52.45,0.45,0.87%,3,157,0
128,106/12/27,0,-6,0,4,4 3,0,0 8,0.27%,0.00%,0,52.2,52.2,52.0,52.0,-0.15,-0.29%,7,365,0
129,106/12/26,0,-7,1,0,0 0,0,0 8,0.00%,-,0,52.75,52.75,52.15,52.15,-0.4,-0.76%,9,470,0
130,106/12/25,0,-2,0,0,0 8,0,0 7,0.00%,-,0,52.7,52.7,52.55,52.55,0.25,0.48%,3,158,0
131,106/12/22,0,-1,0,0,0 0,0,0 4,0.00%,-,0,52.8,52.8,52.3,52.3,-0.4,-0.76%,3,158,0
132,106/12/21,0,-2,0,0,0 9,0,0 8,0.00%,-,0,52.4,52.7,52.4,52.7,0.8,1.54%,2,116,0
133,106/12/20,0,41,-42,0,0 4,0,0 10,0.00%,-,0,52.0,52.15,51.9,51.9,-0.1,-0.19%,43,2240,0
134,106/12/19,0,11,-16,0,0 9,0,0 1,0.00%,-,0,54.0,54.1,52.0,52.0,-2.0,-3.70%,17,909,0
135,106/12/18,0,16,-24,0,0 9,0,0 4,0.00%,-,0,56.05,56.05,54.0,54.0,-2.0,-3.57%,35,1910,0
136,106/12/15,0,-1,-1,0,0 5,0,0 8,0.00%,-,0,55.95,56.0,55.95,56.0,0.05,0.09%,2,131,0
137,106/12/14,0,8,-9,0,0 1,0,0 6,0.00%,-,0,58.25,58.25,55.95,55.95,-2.7,-4.60%,11,627,0
138,106/12/13,0,0,0,0,0 5,0,0 3,0.00%,-,0,58.95,58.95,58.65,58.65,-0.1,-0.17%,2,128,0
139,106/12/12,0,-6,0,0,0 6,0,0 6,0.00%,-,0,58.75,58.75,58.75,58.75,0.25,0.43%,11,664,0
140,106/12/11,0,-4,0,0,0 3,0,0 3,0.00%,-,0,57.65,58.5,57.65,58.5,0.85,1.47%,6,366,0
141,106/12/08,0,-1,0,0,0 8,0,0 8,0.00%,-,0,57.65,57.65,57.65,57.65,0.3,0.52%,1,58,0
142,106/12/07,0,-1,0,0,0 6,0,0 10,0.00%,-,0,57.35,57.35,57.35,57.35,0.3,0.53%,1,57,0
143,106/12/06,0,-6,1,0,0 9,0,0 2,0.00%,-,0,56.4,57.45,56.4,57.05,0.75,1.33%,8,467,0
144,106/12/05,0,2,2,0,0 7,0,0 10,0.00%,-,0,56.4,56.4,56.0,56.3,-0.8,-1.40%,8,450,0
145,106/12/04,0,3,12,0,0 2,0,0 5,0.00%,-,0,57.05,57.1,55.7,57.1,0.1,0.18%,24,1342,0
146,106/12/01,0,1,7,0,0 1,0,0 10,0.00%,-,0,57.15,57.15,57.0,57.0,-0.2,-0.35%,10,571,0
147,106/11/30,0,-1,6,0,0 7,0,0 5,0.00%,-,0,57.2,57.2,57.2,57.2,-0.45,-0.78%,7,400,0
148,106/11/29,0,0,1,0,0 6,0,0 3,0.00%,-,0,57.65,57.65,57.65,57.65,-0.35,-0.60%,2,115,0
149,106/11/28,0,-3,1,0,0 3,0,0 8,0.00%,-,0,57.5,58.0,57.3,58.0,0.1,0.17%,6,346,0
150,106/11/27,0,-6,4,0,0 0,0,0 8,0.00%,-,0,57.55,58.0,57.55,57.9,0.35,0.61%,13,761,0
151,106/11/23,0,-3,3,0,0 0,0,0 4,0.00%,-,0,56.9,57.55,56.9,57.55,1.1,1.95%,7,402,0
152,106/11/22,0,-2,1,0,0 9,0,0 8,0.00%,-,0,56.45,56.6,56.45,56.45,0.3,0.53%,3,173,0
153,106/11/21,0,5,4,0,0 4,0,0 10,0.00%,-,0,56.3,56.3,55.6,56.15,-0.3,-0.53%,13,729,0
154,106/11/20,0,3,4,0,0 9,0,0 1,0.00%,-,0,56.5,57.5,56.35,56.45,-0.55,-0.96%,15,854,0
155,106/11/17,0,0,1,0,0 9,0,0 4,0.00%,-,0,57.0,57.05,57.0,57.0,0.2,0.35%,4,228,0
156,106/11/16,0,-11,4,0,0 5,0,0 8,0.00%,-,0,56.1,56.85,56.1,56.8,1.05,1.88%,13,748,0
157,106/11/15,0,0,1,0,0 1,0,0 6,0.00%,-,0,56.3,56.3,55.75,55.75,-0.85,-1.50%,3,187,0
158,106/11/14,0,-1,7,0,0 5,0,0 3,0.00%,-,0,56.45,56.6,56.1,56.6,-0.2,-0.35%,14,789,0
159,106/11/13,0,-1,0,0,0 6,0,0 6,0.00%,-,0,56.3,56.8,56.3,56.8,0.0,0.00%,2,119,0
160,106/11/10,0,-1,0,0,0 3,0,0 3,0.00%,-,0,56.7,56.8,56.7,56.8,0.5,0.89%,2,114,0
161,106/11/08,0,3,0,0,0 6,0,0 10,0.00%,-,0,57.0,57.0,55.75,56.3,-0.7,-1.23%,5,301,0
162,106/11/07,0,0,0,0,0 9,0,0 2,0.00%,-,0,57.0,57.0,57.0,57.0,0.0,0.00%,3,171,0
163,106/11/06,0,0,0,0,0 7,0,0 10,0.00%,-,0,56.9,57.0,56.9,57.0,0.2,0.35%,7,405,0
164,106/11/03,0,-2,0,0,0 2,0,0 5,0.00%,-,0,56.8,56.8,56.8,56.8,0.25,0.44%,2,114,0
165,106/11/02,0,-3,0,0,0 1,0,0 10,0.00%,-,0,56.55,56.55,56.55,56.55,-0.1,-0.18%,3,175,0
166,106/10/31,0,-10,0,0,0 7,0,0 5,0.00%,-,0,55.7,56.65,55.7,56.65,1.0,1.80%,15,839,0
167,106/10/30,0,3,0,0,0 6,0,0 3,0.00%,-,0,56.45,56.45,55.65,55.65,0.05,0.09%,3,169,0
168,106/10/27,0,-2,0,0,0 3,0,0 8,0.00%,-,0,55.85,55.9,55.6,55.6,0.25,0.45%,4,223,0
169,106/10/26,0,-27,0,0,0 0,0,0 8,0.00%,-,0,55.1,55.7,55.1,55.35,0.2,0.36%,30,1660,0
170,106/10/25,0,-3,0,0,0 8,0,0 7,0.00%,-,0,55.3,55.3,55.15,55.15,0.0,0.00%,4,221,0
171,106/10/24,0,-11,0,0,0 0,0,0 4,0.00%,-,0,54.9,55.15,54.8,55.15,0.25,0.46%,21,1156,0
172,106/10/23,0,-2,0,0,0 9,0,0 8,0.00%,-,0,54.85,54.9,54.85,54.9,0.05,0.09%,3,165,0
173,106/10/20,0,-1,0,0,0 4,0,0 10,0.00%,-,0,54.85,54.85,54.85,54.85,-0.15,-0.27%,1,55,0
174,106/10/19,0,-1,0,0,0 9,0,0 1,0.00%,-,0,55.15,55.15,55.0,55.0,0.25,0.46%,5,275,0
175,106/10/18,0,-5,0,0,0 9,0,0 4,0.00%,-,0,54.95,54.95,54.6,54.75,0.25,0.46%,6,328,0
176,106/10/17,0,-2,0,0,0 5,0,0 8,0.00%,-,0,54.9,54.9,54.5,54.5,-0.4,-0.73%,3,164,0
177,106/10/16,0,-5,0,0,0 1,0,0 6,0.00%,-,0,54.75,54.9,54.75,54.9,0.9,1.67%,6,325,0
178,106/10/13,0,9,0,0,0 5,0,0 3,0.00%,-,0,54.05,54.05,54.0,54.0,-0.4,-0.74%,11,572,0
179,106/10/12,0,-8,0,0,0 6,0,0 6,0.00%,-,0,53.5,54.4,53.5,54.4,1.0,1.87%,15,817,0
180,106/10/11,0,4,0,0,0 3,0,0 3,0.00%,-,0,52.5,53.4,52.5,53.4,1.4,2.69%,9,491,0
181,106/10/06,0,2,0,0,0 8,0,0 8,0.00%,-,0,52.0,52.0,52.0,52.0,0.4,0.78%,6,321,0
182,106/10/03,0,2,0,0,0 9,0,0 2,0.00%,-,0,51.0,51.6,51.0,51.6,1.05,2.08%,4,206,0
183,106/09/30,0,1,0,0,0 7,0,0 5,0.00%,-,0,50.55,50.55,50.55,50.55,0.1,0.20%,1,53,0
184,106/09/27,0,7,0,0,-6 0,0,0 8,0.00%,-,0,50.35,50.45,50.1,50.45,0.1,0.20%,11,552,0
185,106/09/26,0,-11,0,6,6 8,0,0 7,0.40%,0.00%,0,50.75,50.75,50.3,50.35,-0.25,-0.49%,14,706,0
186,106/09/25,0,-1,0,0,0 0,0,0 4,0.00%,-,0,51.05,51.05,50.6,50.6,-0.85,-1.65%,3,153,0
187,106/09/22,0,-1,0,0,0 9,0,0 8,0.00%,-,0,51.5,51.5,51.45,51.45,-0.35,-0.68%,5,232,0
188,106/09/21,0,0,0,0,0 4,0,0 10,0.00%,-,0,51.8,51.8,51.5,51.8,0.55,1.07%,4,207,0
189,106/09/20,0,1,0,0,0 9,0,0 1,0.00%,-,0,51.25,51.25,51.25,51.25,-0.9,-1.73%,1,51,0
190,106/09/19,0,-2,0,0,0 9,0,0 4,0.00%,-,0,52.15,52.15,52.15,52.15,0.4,0.77%,2,104,0
191,106/09/18,0,-4,0,0,0 5,0,0 8,0.00%,-,0,51.8,51.8,51.75,51.75,0.75,1.47%,7,365,0
192,106/09/15,0,0,0,0,0 1,0,0 6,0.00%,-,0,51.0,51.0,51.0,51.0,0.05,0.10%,1,51,0
193,106/09/14,0,1,0,0,0 5,0,0 3,0.00%,-,0,50.95,50.95,50.95,50.95,0.0,0.00%,1,51,0
194,106/09/13,0,0,0,0,0 6,0,0 6,0.00%,-,0,50.95,50.95,50.95,50.95,-0.35,-0.68%,2,102,0
195,106/09/12,0,-1,0,0,0 3,0,0 3,0.00%,-,0,51.3,51.3,51.3,51.3,0.7,1.38%,1,61,0
196,106/09/11,0,2,0,0,0 8,0,0 8,0.00%,-,0,50.65,50.65,50.6,50.6,-0.3,-0.59%,2,101,0
197,106/09/08,0,-1,0,0,0 6,0,0 10,0.00%,-,0,50.9,50.9,50.9,50.9,0.1,0.20%,1,51,0
198,106/09/07,0,0,0,0,0 9,0,0 2,0.00%,-,0,51.05,51.05,50.8,50.8,-0.05,-0.10%,2,102,0
199,106/09/06,0,-1,0,0,0 7,0,0 10,0.00%,-,0,50.65,51.1,50.55,50.85,0.2,0.39%,8,407,0
200,106/09/05,0,4,0,0,0 2,0,0 5,0.00%,-,0,50.5,50.8,50.5,50.65,-0.3,-0.59%,51,2589,0
201,106/09/04,0,8,0,0,0 1,0,0 10,0.00%,-,0,50.25,51.0,50.2,50.95,0.45,0.89%,66,3362,0
202,106/09/01,0,350,0,0,0 7,0,0 0,0.00%,-,0,50.5,50.6,50.1,50.5,0.25,0.50%,394,19880,0
203,106/08/31,0,1,0,0,0 7,0,0 5,0.00%,-,0,50.25,50.25,50.25,50.25,0.2,0.40%,1,51,0
204,106/08/30,0,3,0,0,0 6,0,0 3,0.00%,-,0,50.05,50.05,50.05,50.05,0.07,0.14%,3,150,0
205,106/08/29,0,-1,0,0,0 3,0,0 8,0.00%,-,0,49.97,49.98,49.97,49.98,0.11,0.22%,2,100,0
206,106/08/28,0,1,0,0,0 0,0,0 8,0.00%,-,0,50.2,50.3,49.87,49.87,-0.43,-0.85%,6,300,0
207,106/08/25,0,0,0,0,0 8,0,0 7,0.00%,-,0,50.3,50.3,50.3,50.3,0.75,1.51%,1,51,0
208,106/08/23,0,3,0,0,0 9,0,0 8,0.00%,-,0,49.72,49.72,49.55,49.55,-0.18,-0.36%,5,249,0
209,106/08/22,0,-1,0,0,0 4,0,0 10,0.00%,-,0,49.73,49.73,49.73,49.73,0.9,1.84%,1,50,0
210,106/08/21,0,14,0,0,0 9,0,0 1,0.00%,-,0,48.92,48.92,48.73,48.83,-0.34,-0.69%,14,686,0
211,106/08/18,0,-2,0,0,0 9,0,0 4,0.00%,-,0,49.17,49.17,49.17,49.17,-0.4,-0.81%,2,98,0
212,106/08/17,0,1,0,0,0 5,0,0 8,0.00%,-,0,49.2,49.61,49.1,49.57,0.53,1.08%,9,444,0
213,106/08/16,0,11,0,0,0 1,0,0 6,0.00%,-,0,49.14,49.41,49.04,49.04,-0.1,-0.20%,22,1083,0
214,106/08/15,0,10,0,0,0 5,0,0 3,0.00%,-,0,49.28,49.28,49.14,49.14,-0.25,-0.51%,15,738,0
215,106/08/11,0,0,0,0,0 3,0,0 3,0.00%,-,0,49.39,49.39,49.39,49.39,-0.45,-0.90%,2,99,0
216,106/08/10,0,-6,0,0,0 8,0,0 8,0.00%,-,0,50.15,50.15,49.84,49.84,-0.06,-0.12%,6,299,0
217,106/08/09,0,-1,0,0,0 6,0,0 10,0.00%,-,0,49.9,49.9,49.9,49.9,-0.4,-0.80%,1,50,0
218,106/08/08,0,2,0,0,0 9,0,0 2,0.00%,-,0,50.6,50.6,50.3,50.3,-0.15,-0.30%,6,303,0
219,106/08/07,0,-1,0,0,0 7,0,0 10,0.00%,-,0,50.45,50.45,50.2,50.45,0.46,0.92%,5,256,0
220,106/08/03,0,-8,0,0,0 1,0,0 10,0.00%,-,0,50.15,50.2,49.99,49.99,-0.41,-0.81%,8,400,0
221,106/08/02,0,6,-5,0,0 7,0,0 0,0.00%,-,0,50.0,50.4,50.0,50.4,0.65,1.31%,8,410,0
222,106/08/01,0,2,0,0,0 6,0,0 1,0.00%,-,0,49.74,49.75,49.74,49.75,0.05,0.10%,2,99,0
223,106/07/31,0,0,0,0,0 7,0,0 5,0.00%,-,0,49.7,49.7,49.7,49.7,0.0,0.00%,1,50,0
224,106/07/28,0,-2,0,0,0 6,0,0 3,0.00%,-,0,49.85,49.85,49.6,49.7,-0.15,-0.30%,3,149,0
225,106/07/27,0,33,-25,0,0 3,0,0 8,0.00%,-,0,49.69,50.0,49.69,49.85,0.23,0.46%,35,1749,0
226,106/07/26,0,2,0,0,0 0,0,0 8,0.00%,-,0,50.3,50.3,49.62,49.62,-0.43,-0.86%,6,300,0
227,106/07/25,0,-2,0,0,0 8,0,0 7,0.00%,-,0,50.05,50.05,50.05,50.05,0.45,0.91%,2,100,0
228,106/07/24,0,0,0,0,0 0,0,0 4,0.00%,-,0,49.6,49.6,49.6,49.6,-0.23,-0.46%,1,50,0
229,106/07/21,0,-1,0,0,0 9,0,0 8,0.00%,-,0,49.83,49.83,49.83,49.83,0.05,0.10%,1,50,0
230,106/07/19,0,18,-15,0,0 9,0,0 1,0.00%,-,0,49.83,49.89,49.78,49.78,0.28,0.57%,19,947,0
231,106/07/18,0,9,-15,0,0 9,0,0 4,0.00%,-,0,49.74,49.74,49.5,49.5,-0.5,-1.00%,20,991,0
232,106/07/17,0,-3,0,0,0 5,0,0 8,0.00%,-,0,49.82,50.0,49.82,50.0,0.46,0.93%,5,253,0
233,106/07/14,0,1,0,0,0 1,0,0 6,0.00%,-,0,49.54,49.54,49.54,49.54,-0.2,-0.40%,1,50,0
234,106/07/13,0,0,0,0,0 5,0,0 3,0.00%,-,0,49.66,50.0,49.66,49.74,0.24,0.48%,3,149,0
235,106/07/12,0,1,0,0,0 6,0,0 6,0.00%,-,0,49.71,49.71,49.37,49.5,0.99,2.04%,4,205,0
