,日期,自營商,投信,外資,資餘,資增減,券餘,券增減,使用率,券資比,資券抵,開盤價,最高價,最低價,收盤價,漲跌,漲%,成交量,成交金額,本益比
45,107/04/09,0,0,0,0,0 8,0,0 8,0.00%,-,0,45.69,45.69,45.62,45.62,0.05,0.11%,2,91,0.0
48,107/04/03,0,-2,0,0,0 6,0,0 10,0.00%,-,0,45.51,45.57,45.51,45.57,-0.31,-0.68%,2,91,0.0
49,107/04/02,0,0,0,0,0 9,0,0 2,0.00%,-,0,45.88,45.88,45.88,45.88,-0.31,-0.67%,10,459,0.0
50,107/03/28,0,-1,0,0,0 0,0,0 8,0.00%,-,0,46.77,46.77,46.19,46.19,-0.82,-1.74%,2,93,0.0
51,107/03/27,0,-3,0,0,0 8,0,0 7,0.00%,-,0,46.5,47.01,46.5,47.01,1.21,2.64%,3,140,0.0
52,107/03/26,0,1,0,0,0 0,0,0 4,0.00%,-,0,46.0,46.0,45.8,45.8,-0.4,-0.87%,2,92,0.0
53,107/03/23,0,-3,0,0,0 9,0,0 8,0.00%,-,0,45.95,46.2,45.95,46.2,-0.72,-1.53%,3,138,0.0
54,107/03/22,0,0,0,0,0 4,0,0 10,0.00%,-,0,46.92,46.92,46.92,46.92,0.4,0.86%,1,47,0.0
55,107/03/20,0,-1,0,0,0 9,0,0 4,0.00%,-,0,46.52,46.52,46.52,46.52,0.21,0.45%,1,47,0.0
56,107/03/19,0,-1,0,0,0 5,0,0 8,0.00%,-,0,46.03,46.31,46.03,46.31,0.61,1.33%,3,139,0.0
57,107/03/16,0,4,0,0,0 1,0,0 6,0.00%,-,0,45.7,45.7,45.7,45.7,-0.45,-0.98%,4,183,0.0
58,107/03/15,0,12,0,0,0 5,0,0 3,0.00%,-,0,45.75,46.15,45.75,46.15,0.22,0.48%,15,687,0.0
59,107/03/14,0,0,0,0,0 6,0,0 6,0.00%,-,0,45.4,45.93,45.4,45.93,-0.56,-1.20%,6,273,0.0
60,107/03/13,0,13,0,0,0 3,0,0 3,0.00%,-,0,46.41,46.5,46.4,46.49,0.33,0.71%,15,697,0.0
61,107/03/12,0,0,0,0,0 8,0,0 8,0.00%,-,0,46.16,46.16,46.16,46.16,0.35,0.76%,1,46,0.0
62,107/03/08,0,-1,0,0,0 9,0,0 2,0.00%,-,0,45.46,45.81,45.46,45.81,-0.21,-0.46%,3,137,0.0
63,107/03/07,0,-2,0,0,0 7,0,0 10,0.00%,-,0,46.02,46.02,46.02,46.02,0.4,0.88%,2,92,0.0
64,107/03/06,0,-1,0,0,0 2,0,0 5,0.00%,-,0,45.8,45.8,45.62,45.62,0.13,0.29%,2,91,0.0
65,107/03/05,0,-1,0,0,0 1,0,0 10,0.00%,-,0,45.94,45.94,45.49,45.49,0.08,0.18%,12,547,0.0
66,107/03/01,0,-1,0,0,0 7,0,0 0,0.00%,-,0,45.76,45.76,45.76,45.76,-0.31,-0.67%,1,46,0.0
67,107/02/27,0,-3,0,0,0 7,0,0 5,0.00%,-,0,46.07,46.07,46.07,46.07,0.39,0.85%,3,138,0.0
68,107/02/26,0,0,0,0,0 6,0,0 3,0.00%,-,0,45.81,45.81,45.68,45.68,0.0,0.00%,8,366,0.0
69,107/02/23,0,-2,0,0,0 3,0,0 8,0.00%,-,0,45.5,45.68,45.5,45.68,0.8,1.78%,2,91,0.0
70,107/02/22,0,-3,0,0,0 0,0,0 8,0.00%,-,0,45.14,45.14,44.88,44.88,-0.48,-1.06%,4,180,0.0
71,107/02/21,0,-2,0,0,0 8,0,0 7,0.00%,-,0,44.92,45.36,44.8,45.36,1.13,2.55%,33,1487,0.0
72,107/02/12,0,0,0,0,0 0,0,0 4,0.00%,-,0,44.23,44.23,44.23,44.23,-0.74,-1.65%,1,44,0.0
73,107/02/08,0,-1,0,0,0 4,0,0 10,0.00%,-,0,45.95,45.95,44.97,44.97,-1.09,-2.37%,6,273,0.0
74,107/02/07,0,-2,0,0,0 9,0,0 1,0.00%,-,0,45.96,46.06,45.96,46.06,0.81,1.79%,2,92,0.0
75,107/02/06,0,-2,0,0,0 9,0,0 4,0.00%,-,0,45.37,45.37,45.25,45.25,-0.79,-1.72%,2,91,0.0
76,107/02/05,0,-1,0,0,0 5,0,0 8,0.00%,-,0,46.04,46.04,46.04,46.04,-0.71,-1.52%,1,46,0.0
77,107/02/02,0,-2,0,0,0 1,0,0 6,0.00%,-,0,46.94,46.94,46.75,46.75,-0.14,-0.30%,2,94,0.0
78,107/02/01,0,7,0,0,0 5,0,0 3,0.00%,-,0,46.86,46.89,46.86,46.89,0.0,0.00%,7,328,0.0
79,107/01/30,0,0,0,0,0 6,0,0 3,0.00%,-,0,47.17,47.17,46.89,46.89,-0.47,-0.99%,2,94,0.0
80,107/01/29,0,-2,0,0,0 3,0,0 8,0.00%,-,0,47.38,47.38,47.36,47.36,-0.01,-0.02%,4,190,0.0
81,107/01/26,0,-1,0,0,0 0,0,0 8,0.00%,-,0,47.37,47.37,47.37,47.37,0.05,0.11%,1,47,0.0
82,107/01/23,0,-2,0,0,0 9,0,0 8,0.00%,-,0,47.02,47.32,47.02,47.32,0.36,0.77%,2,94,0.0
83,107/01/22,0,2,0,0,0 4,0,0 10,0.00%,-,0,46.56,46.96,46.56,46.96,0.28,0.60%,4,187,0.0
84,107/01/19,0,9,0,0,0 9,0,0 1,0.00%,-,0,46.52,46.68,46.51,46.68,-0.12,-0.26%,10,465,0.0
85,107/01/18,0,3,0,0,0 9,0,0 4,0.00%,-,0,46.61,46.8,46.61,46.8,0.17,0.36%,3,140,0.0
86,107/01/17,0,-2,0,0,0 5,0,0 8,0.00%,-,0,46.67,46.68,46.63,46.63,0.16,0.34%,4,187,0.0
87,107/01/16,0,-1,0,0,0 1,0,0 6,0.00%,-,0,46.47,46.47,46.47,46.47,-0.05,-0.11%,1,46,0.0
88,107/01/15,0,1,0,0,0 5,0,0 3,0.00%,-,0,46.52,46.52,46.52,46.52,0.35,0.76%,2,93,0.0
89,107/01/12,0,0,0,0,0 6,0,0 6,0.00%,-,0,46.17,46.17,46.15,46.17,0.11,0.24%,21,970,0.0
90,107/01/11,0,0,0,0,0 3,0,0 3,0.00%,-,0,46.29,46.29,46.06,46.06,-0.52,-1.12%,9,415,0.0
91,107/01/09,0,-2,0,0,0 6,0,0 10,0.00%,-,0,46.58,46.58,46.58,46.58,0.01,0.02%,2,93,0.0
92,107/01/04,0,-1,0,0,0 2,0,0 5,0.00%,-,0,46.57,46.57,46.57,46.57,-0.07,-0.15%,1,47,0.0
93,107/01/03,0,-4,0,0,0 1,0,0 10,0.00%,-,0,46.69,46.69,46.64,46.64,0.39,0.84%,4,187,0.0
94,106/12/29,0,3,0,0,0 7,0,0 5,0.00%,-,0,46.08,46.25,46.04,46.25,0.26,0.57%,5,230,0.0
95,106/12/28,0,-1,0,0,0 6,0,0 3,0.00%,-,0,45.99,45.99,45.99,45.99,0.62,1.37%,1,46,0.0
96,106/12/27,0,-3,0,0,0 3,0,0 8,0.00%,-,0,45.33,45.37,45.33,45.37,0.01,0.02%,3,136,0.0
97,106/12/26,0,-1,0,0,0 0,0,0 8,0.00%,-,0,45.36,45.36,45.36,45.36,-0.23,-0.50%,1,45,0.0
98,106/12/25,0,-2,0,0,0 8,0,0 7,0.00%,-,0,45.59,45.59,45.59,45.59,0.19,0.42%,2,91,0.0
99,106/12/20,0,-1,0,0,0 4,0,0 10,0.00%,-,0,45.4,45.4,45.4,45.4,-0.06,-0.13%,1,45,0.0
100,106/12/19,0,-3,0,0,0 9,0,0 1,0.00%,-,0,45.45,45.46,45.45,45.46,0.4,0.89%,3,136,0.0
101,106/12/15,0,-2,0,0,0 5,0,0 8,0.00%,-,0,45.15,45.15,45.06,45.06,-0.35,-0.77%,2,90,0.0
102,106/12/14,0,1,0,0,0 1,0,0 6,0.00%,-,0,45.41,45.41,45.41,45.41,0.2,0.44%,1,45,0.0
103,106/12/13,0,-1,0,0,0 5,0,0 3,0.00%,-,0,45.21,45.21,45.21,45.21,0.32,0.71%,1,45,0.0
104,106/12/08,0,-1,0,0,0 8,0,0 8,0.00%,-,0,44.89,44.89,44.89,44.89,-0.1,-0.22%,1,45,0.0
105,106/12/07,0,-2,0,0,0 6,0,0 10,0.00%,-,0,44.97,44.99,44.97,44.99,-0.03,-0.07%,2,90,0.0
106,106/12/06,0,4,0,0,0 9,0,0 2,0.00%,-,0,45.28,45.28,45.02,45.02,-0.51,-1.12%,7,316,0.0
107,106/12/05,0,13,0,0,0 7,0,0 10,0.00%,-,0,45.4,45.57,45.38,45.53,0.13,0.29%,17,774,0.0
108,106/12/04,0,10,0,0,0 2,0,0 5,0.00%,-,0,45.97,45.97,45.4,45.4,-0.57,-1.24%,17,775,0.0
109,106/12/01,0,1,0,0,0 1,0,0 10,0.00%,-,0,45.86,45.97,45.86,45.97,-0.22,-0.48%,16,734,0.0
110,106/11/30,0,-1,0,0,0 7,0,0 5,0.00%,-,0,46.19,46.19,46.19,46.19,-0.58,-1.24%,1,46,0.0
111,106/11/29,0,-1,0,0,0 6,0,0 3,0.00%,-,0,46.77,46.77,46.77,46.77,0.09,0.19%,1,47,0.0
112,106/11/28,0,-3,0,0,0 3,0,0 8,0.00%,-,0,46.69,46.7,46.68,46.68,-0.3,-0.64%,3,140,0.0
113,106/11/23,0,-3,0,0,0 0,0,0 4,0.00%,-,0,46.98,46.99,46.98,46.98,0.29,0.62%,3,141,0.0
114,106/11/22,0,10,0,0,0 9,0,0 8,0.00%,-,0,46.63,46.7,46.53,46.69,-0.06,-0.13%,40,1866,0.0
115,106/11/21,0,-1,0,0,0 4,0,0 10,0.00%,-,0,46.75,46.75,46.75,46.75,0.17,0.36%,1,47,0.0
116,106/11/17,0,10,0,0,0 9,0,0 4,0.00%,-,0,46.63,46.63,46.55,46.58,-0.02,-0.04%,12,559,0.0
117,106/11/15,0,-1,0,0,0 1,0,0 6,0.00%,-,0,46.6,46.6,46.6,46.6,-0.11,-0.24%,1,47,0.0
118,106/11/14,0,0,0,0,0 5,0,0 3,0.00%,-,0,47.0,47.0,46.71,46.71,-0.24,-0.51%,2,94,0.0
119,106/11/10,0,-1,0,0,0 3,0,0 3,0.00%,-,0,46.95,46.95,46.95,46.95,-0.51,-1.07%,1,47,0.0
120,106/11/09,0,1,0,0,0 8,0,0 8,0.00%,-,0,47.46,47.46,47.46,47.46,-0.27,-0.57%,1,47,0.0
121,106/11/08,0,0,0,0,0 6,0,0 10,0.00%,-,0,47.73,47.73,47.73,47.73,-0.08,-0.17%,1,48,0.0
122,106/11/07,0,-3,0,0,0 9,0,0 2,0.00%,-,0,47.84,47.84,47.81,47.81,-0.07,-0.15%,3,143,0.0
123,106/11/06,0,-1,0,0,0 7,0,0 10,0.00%,-,0,47.88,47.88,47.88,47.88,0.08,0.17%,1,48,0.0
124,106/11/03,0,-1,0,0,0 2,0,0 5,0.00%,-,0,47.8,47.8,47.8,47.8,0.24,0.50%,1,48,0.0
125,106/11/02,0,-1,0,0,0 1,0,0 10,0.00%,-,0,47.56,47.56,47.56,47.56,0.23,0.49%,1,48,0.0
126,106/10/31,0,3,0,0,0 7,0,0 5,0.00%,-,0,47.42,47.42,47.33,47.33,-0.18,-0.38%,4,190,0.0
127,106/10/30,0,-1,0,0,0 6,0,0 3,0.00%,-,0,47.51,47.51,47.51,47.51,-0.12,-0.25%,1,48,0.0
128,106/10/27,0,-3,0,0,0 3,0,0 8,0.00%,-,0,47.66,47.66,47.63,47.63,0.13,0.27%,3,143,0.0
129,106/10/26,0,-2,0,0,0 0,0,0 8,0.00%,-,0,47.47,47.5,47.47,47.5,0.37,0.79%,2,95,0.0
130,106/10/24,0,5,0,0,0 0,0,0 4,0.00%,-,0,47.1,47.13,47.1,47.13,-0.27,-0.57%,8,377,0.0
131,106/10/20,0,0,0,0,0 4,0,0 10,0.00%,-,0,47.4,47.4,47.4,47.4,-0.13,-0.27%,1,47,0.0
132,106/10/19,0,3,0,0,0 9,0,0 1,0.00%,-,0,47.59,47.59,47.53,47.53,-0.16,-0.34%,3,143,0.0
133,106/10/18,0,-1,0,0,0 9,0,0 4,0.00%,-,0,47.69,47.69,47.69,47.69,-0.17,-0.36%,1,48,0.0
134,106/10/17,0,-2,0,0,0 5,0,0 8,0.00%,-,0,47.86,47.86,47.86,47.86,0.42,0.89%,2,96,0.0
135,106/10/13,0,-1,0,0,0 5,0,0 3,0.00%,-,0,47.44,47.44,47.44,47.44,-0.13,-0.27%,1,47,0.0
136,106/10/12,0,-1,0,0,0 6,0,0 6,0.00%,-,0,47.57,47.57,47.57,47.57,-0.09,-0.19%,1,48,0.0
137,106/10/11,0,-3,0,0,0 3,0,0 3,0.00%,-,0,47.54,47.66,47.54,47.66,0.95,2.03%,3,143,0.0
138,106/10/06,0,15,0,0,0 8,0,0 8,0.00%,-,0,46.94,46.94,46.71,46.71,-0.33,-0.70%,15,701,0.0
139,106/10/05,0,-1,0,0,0 6,0,0 10,0.00%,-,0,47.04,47.04,47.04,47.04,0.05,0.11%,1,47,0.0
140,106/10/03,0,-2,0,0,0 9,0,0 2,0.00%,-,0,46.96,46.99,46.96,46.99,0.18,0.38%,2,94,0.0
141,106/10/02,0,0,0,0,0 7,0,0 10,0.00%,-,0,46.88,46.89,46.81,46.81,0.91,1.98%,4,187,0.0
142,106/09/29,0,4,0,0,0 6,0,0 3,0.00%,-,0,46.59,46.59,45.9,45.9,-1.01,-2.15%,5,231,0.0
143,106/09/28,0,-1,0,0,0 3,0,0 8,0.00%,-,0,46.91,46.91,46.91,46.91,-0.22,-0.47%,1,47,0.0
144,106/09/27,0,-6,0,0,0 0,0,0 8,0.00%,-,0,46.73,47.19,46.61,47.13,0.03,0.06%,9,423,0.0
145,106/09/26,0,-3,0,0,0 8,0,0 7,0.00%,-,0,46.74,47.1,46.74,47.1,0.5,1.07%,3,141,0.0
146,106/09/25,0,-3,0,0,0 0,0,0 4,0.00%,-,0,47.49,47.49,46.57,46.6,-1.0,-2.10%,26,1222,0.0
147,106/09/22,0,1,0,0,0 9,0,0 8,0.00%,-,0,47.15,48.0,47.15,47.6,0.06,0.13%,96,4572,0.0
148,106/09/20,0,-1,0,0,0 9,0,0 1,0.00%,-,0,47.54,47.54,47.54,47.54,-0.46,-0.96%,1,48,0.0
149,106/09/19,0,-3,0,0,0 9,0,0 4,0.00%,-,0,48.42,48.43,48.0,48.0,0.04,0.08%,3,145,0.0
150,106/09/15,0,-1,0,0,0 1,0,0 6,0.00%,-,0,47.96,47.96,47.96,47.96,-0.19,-0.39%,1,48,0.0
151,106/09/13,0,1,0,0,0 6,0,0 6,0.00%,-,0,48.17,48.17,48.15,48.15,-0.52,-1.07%,2,96,0.0
152,106/09/08,0,-1,0,0,0 6,0,0 10,0.00%,-,0,48.67,48.67,48.67,48.67,-0.07,-0.14%,1,49,0.0
153,106/09/07,0,-3,0,0,0 9,0,0 2,0.00%,-,0,48.73,48.74,48.73,48.74,0.09,0.18%,3,146,0.0
154,106/09/05,0,-2,0,0,0 2,0,0 5,0.00%,-,0,48.66,48.66,48.65,48.65,-0.15,-0.31%,2,97,0.0
155,106/09/04,0,-1,0,0,0 1,0,0 10,0.00%,-,0,48.46,48.8,48.46,48.8,0.2,0.41%,75,3651,0.0
156,106/09/01,0,341,0,0,0 7,0,0 0,0.00%,-,0,48.72,48.9,48.6,48.6,0.19,0.39%,426,20762,0.0
157,106/08/31,0,1,0,0,0 7,0,0 5,0.00%,-,0,48.41,48.41,48.41,48.41,0.2,0.41%,1,48,0.0
158,106/08/29,0,-13,9,0,0 3,0,0 8,0.00%,-,0,48.23,48.23,48.1,48.21,-0.2,-0.41%,13,627,0.0
159,106/08/28,0,-2,0,0,0 0,0,0 8,0.00%,-,0,48.41,48.41,48.41,48.41,0.06,0.12%,2,97,0.0
160,106/08/25,0,-1,0,0,0 8,0,0 7,0.00%,-,0,48.35,48.35,48.35,48.35,0.73,1.53%,1,48,0.0
161,106/08/23,0,3,0,0,0 9,0,0 8,0.00%,-,0,47.65,47.65,47.6,47.62,-0.02,-0.04%,6,286,0.0
162,106/08/22,0,-1,0,0,0 4,0,0 10,0.00%,-,0,47.64,47.64,47.64,47.64,0.22,0.46%,1,48,0.0
163,106/08/17,0,-2,0,0,0 5,0,0 8,0.00%,-,0,47.42,47.42,47.42,47.42,0.46,0.98%,2,95,0.0
164,106/08/16,0,8,0,0,0 1,0,0 6,0.00%,-,0,46.96,46.96,46.96,46.96,0.12,0.26%,8,376,0.0
165,106/08/15,0,3,0,0,0 5,0,0 3,0.00%,-,0,46.88,46.88,46.84,46.84,-0.33,-0.70%,5,234,0.0
166,106/08/14,0,-1,0,0,0 6,0,0 6,0.00%,-,0,47.17,47.17,47.17,47.17,-0.02,-0.04%,1,47,0.0
167,106/08/11,0,-1,0,0,0 3,0,0 3,0.00%,-,0,47.19,47.19,47.19,47.19,0.29,0.62%,1,47,0.0
168,106/08/10,0,1,0,0,0 8,0,0 8,0.00%,-,0,46.9,46.9,46.9,46.9,-0.75,-1.57%,1,47,0.0
169,106/08/09,0,30,0,0,0 6,0,0 10,0.00%,-,0,47.65,47.65,47.65,47.65,-0.54,-1.12%,30,1430,0.0
170,106/08/08,0,-4,0,0,0 9,0,0 2,0.00%,-,0,48.56,48.7,48.19,48.19,0.12,0.25%,49,2374,0.0
171,106/08/07,0,-1,0,0,0 7,0,0 10,0.00%,-,0,48.07,48.07,48.07,48.07,0.67,1.41%,1,48,0.0
172,106/08/04,0,0,0,0,0 2,0,0 5,0.00%,-,0,47.4,47.4,47.4,47.4,0.08,0.17%,1,47,0.0
173,106/08/03,0,-1,0,0,0 1,0,0 10,0.00%,-,0,47.32,47.32,47.32,47.32,-0.16,-0.34%,1,47,0.0
174,106/08/02,0,-1,0,0,0 7,0,0 0,0.00%,-,0,47.48,47.48,47.48,47.48,0.57,1.22%,1,52,0.0
175,106/08/01,0,1,0,0,0 6,0,0 1,0.00%,-,0,46.91,46.91,46.91,46.91,0.02,0.04%,1,56,0.0
176,106/07/31,0,-2,0,0,0 7,0,0 5,0.00%,-,0,47.24,47.24,46.89,46.89,-0.35,-0.74%,2,94,0.0
177,106/07/28,0,-1,0,0,0 6,0,0 3,0.00%,-,0,47.24,47.24,47.24,47.24,0.23,0.49%,1,47,0.0
178,106/07/27,0,4,0,0,0 3,0,0 8,0.00%,-,0,47.0,47.01,46.95,47.01,0.11,0.23%,7,329,0.0
179,106/07/26,0,-2,0,0,0 0,0,0 8,0.00%,-,0,47.31,47.31,46.9,46.9,-0.29,-0.61%,2,94,0.0
180,106/07/25,0,-3,0,0,0 8,0,0 7,0.00%,-,0,47.19,47.19,47.19,47.19,0.53,1.14%,3,142,0.0
181,106/07/21,0,1,0,0,0 9,0,0 8,0.00%,-,0,46.66,46.66,46.66,46.66,-0.73,-1.54%,1,47,0.0
182,106/07/20,0,-1,0,0,0 4,0,0 10,0.00%,-,0,47.39,47.39,47.39,47.39,-0.02,-0.04%,1,47,0.0
183,106/07/19,0,0,0,0,0 9,0,0 1,0.00%,-,0,47.41,47.41,47.41,47.41,0.48,1.02%,1,47,0.0
184,106/07/18,0,-2,0,0,0 9,0,0 4,0.00%,-,0,46.9,46.93,46.9,46.93,0.11,0.23%,2,94,0.0
185,106/07/17,0,-1,0,0,0 5,0,0 8,0.00%,-,0,46.82,46.82,46.82,46.82,0.27,0.58%,1,53,0.0
186,106/07/13,0,0,0,0,0 5,0,0 3,0.00%,-,0,46.55,46.55,46.55,46.55,-0.04,-0.09%,2,93,0.0
187,106/07/12,0,-1,0,0,0 6,0,0 6,0.00%,-,0,46.59,46.59,46.59,46.59,0.79,1.72%,1,47,0.0
188,106/07/11,0,1,0,0,0 3,0,0 3,0.00%,-,0,45.8,45.8,45.8,45.8,0.4,0.88%,1,46,0.0
189,106/07/10,0,1,0,0,0 8,0,0 8,0.00%,-,0,45.85,45.85,45.4,45.4,-0.48,-1.05%,3,137,0.0
190,106/07/07,0,-3,0,0,0 6,0,0 10,0.00%,-,0,45.88,45.88,45.88,45.88,0.17,0.37%,3,138,0.0
191,106/07/04,0,-3,0,0,0 2,0,0 5,0.00%,-,0,46.0,46.09,45.71,45.71,-0.33,-0.72%,3,138,0.0
192,106/06/29,0,-1,0,0,0 6,0,0 3,0.00%,-,0,46.04,46.04,46.04,46.04,-0.1,-0.22%,1,46,0.0
193,106/06/27,0,-2,0,0,0 0,0,0 8,0.00%,-,0,46.14,46.14,46.14,46.14,0.14,0.30%,4,185,0.0
194,106/06/26,0,0,0,0,0 8,0,0 7,0.00%,-,0,46.0,46.0,46.0,46.0,1.05,2.34%,1,46,0.0
195,106/06/23,0,3,0,0,0 0,0,0 4,0.00%,-,0,44.96,44.96,44.95,44.95,0.15,0.33%,6,270,0.0
196,106/06/22,0,4,0,0,0 9,0,0 8,0.00%,-,0,44.66,44.8,44.66,44.8,0.29,0.65%,4,179,0.0
197,106/06/21,0,65,0,0,0 4,0,0 10,0.00%,-,0,44.62,44.66,44.51,44.51,-0.24,-0.54%,65,2898,0.0
198,106/06/20,0,1,0,0,0 9,0,0 1,0.00%,-,0,44.75,44.75,44.75,44.75,0.27,0.61%,2,90,0.0
199,106/06/19,0,-3,0,0,0 9,0,0 4,0.00%,-,0,43.8,44.48,43.8,44.48,0.86,1.97%,12,529,0.0
200,106/06/15,0,-11,0,0,0 1,0,0 6,0.00%,-,0,43.62,43.62,43.62,43.62,-0.05,-0.11%,11,480,0.0
201,106/06/14,0,1,0,0,0 5,0,0 3,0.00%,-,0,43.5,43.67,43.5,43.67,0.17,0.39%,4,174,0.0
202,106/06/13,0,5,0,0,0 6,0,0 6,0.00%,-,0,43.54,43.54,43.5,43.5,-0.25,-0.57%,6,261,0.0
203,106/06/12,0,15,0,0,0 3,0,0 3,0.00%,-,0,43.78,43.78,43.75,43.75,-0.71,-1.60%,15,656,0.0
204,106/06/08,0,-1,0,0,0 6,0,0 10,0.00%,-,0,44.46,44.46,44.46,44.46,0.13,0.29%,1,44,0.0
205,106/06/07,0,-2,0,0,0 9,0,0 2,0.00%,-,0,44.31,44.39,44.31,44.33,0.02,0.05%,4,177,0.0
206,106/06/06,0,-1,0,0,0 7,0,0 10,0.00%,-,0,44.33,44.33,44.31,44.31,0.1,0.23%,2,89,0.0
207,106/06/05,0,-1,0,0,0 2,0,0 5,0.00%,-,0,44.21,44.21,44.21,44.21,0.03,0.07%,1,44,0.0
208,106/06/03,0,-1,0,0,0 1,0,0 10,0.00%,-,0,44.18,44.18,44.18,44.18,0.21,0.48%,1,44,0.0
209,106/06/02,0,6,0,0,0 7,0,0 0,0.00%,-,0,43.69,43.97,43.69,43.97,0.28,0.64%,6,264,0.0
210,106/06/01,0,0,0,0,0 6,0,0 1,0.00%,-,0,44.0,44.0,43.69,43.69,-0.39,-0.88%,2,88,0.0
211,106/05/31,0,-4,0,0,0 7,0,0 5,0.00%,-,0,44.15,44.15,44.08,44.08,-0.07,-0.16%,4,176,0.0
212,106/05/26,0,-2,0,0,0 6,0,0 3,0.00%,-,0,44.12,44.15,44.12,44.15,0.33,0.75%,2,88,0.0
213,106/05/25,0,0,0,0,0 3,0,0 8,0.00%,-,0,43.87,43.87,43.82,43.82,0.15,0.34%,20,877,0.0
214,106/05/23,0,-3,0,0,0 8,0,0 7,0.00%,-,0,43.7,43.7,43.67,43.67,0.44,1.02%,3,131,0.0
215,106/05/22,0,8,0,0,0 0,0,0 4,0.00%,-,0,43.21,43.23,43.19,43.23,0.05,0.12%,9,389,0.0
216,106/05/19,0,6,0,0,0 9,0,0 8,0.00%,-,0,43.18,43.18,43.18,43.18,-0.49,-1.12%,6,259,0.0
217,106/05/17,0,-2,0,0,0 9,0,0 1,0.00%,-,0,43.67,43.67,43.67,43.67,-0.27,-0.61%,2,87,0.0
218,106/05/16,0,-1,0,0,0 9,0,0 4,0.00%,-,0,43.94,43.94,43.94,43.94,0.1,0.23%,1,44,0.0
219,106/05/15,0,-1,0,0,0 5,0,0 8,0.00%,-,0,43.84,43.84,43.84,43.84,43.84,æ­£ç„¡çª®å¤§%,1,44,0.0
